time_tick,grv_X_value,grv_Y_value,grv_Z_value,Turn ,Success,Hoop
32.103136,-6.159792,-4.075787,-6.451525,5,0,0
32.137865,-6.298479,-4.448534,-6.059451,5,0,0
32.172533,-6.438763,-4.807882,-5.621729,5,0,0
32.202288,-6.448289,-5.128828,-5.319017,5,0,0
32.232042,-6.372039,-5.422814,-5.115414,5,0,0
32.271685,-6.197313,-5.83371,-4.872205,5,0,0
32.301439,-6.058352,-6.187379,-4.603255,5,0,0
32.336138,-5.915382,-6.532392,-4.302715,5,0,0
32.370836,-5.833906,-6.759706,-4.055757,5,0,0
32.405565,-5.737125,-6.956438,-3.856244,5,0,0
32.435289,-5.662736,-7.11923,-3.664318,5,0,0
32.469988,-5.597511,-7.279777,-3.442378,5,0,0
32.504717,-5.532602,-7.406007,-3.27393,5,0,0
32.534441,-5.445127,-7.499439,-3.20722,5,0,0
32.569139,-5.324325,-7.59314,-3.189521,5,0,0
32.603868,-5.243918,-7.655465,-3.173708,5,0,0
32.633593,-5.210815,-7.682246,-3.163504,5,0,0
32.673265,-5.222992,-7.692434,-3.118345,5,0,0
32.70299,-5.217287,-7.720728,-3.057372,5,0,0
32.737688,-5.207939,-7.754604,-2.986759,5,0,0
32.767443,-5.187121,-7.781406,-2.953092,5,0,0
32.802141,-5.181012,-7.795429,-2.926712,5,0,0
32.83684,-5.152484,-7.817681,-2.917709,5,0,0
32.871569,-5.135631,-7.835958,-2.898329,5,0,0
32.906237,-5.139481,-7.846053,-2.86399,5,0,0
32.935991,-5.084767,-7.88067,-2.866606,5,0,0
32.97072,-5.063517,-7.897456,-2.858012,5,0,0
33.005377,-5.0006,-7.952174,-2.816768,5,0,0
33.035132,-4.9502,-7.992495,-2.791559,5,0,0
33.069861,-4.933654,-8.018124,-2.746996,5,0,0
33.104529,-4.948238,-8.021455,-2.710803,5,0,0
33.139258,-4.955521,-8.025421,-2.685642,5,0,0
33.168982,-4.9632,-8.018249,-2.692874,5,0,0
33.20368,-4.960374,-8.01858,-2.697093,5,0,0
33.238409,-4.936919,-8.032666,-2.698213,5,0,0
33.268134,-4.918321,-8.045927,-2.69266,5,0,0
33.302832,-4.880854,-8.074037,-2.676649,5,0,0
33.337561,-4.839757,-8.108298,-2.647547,5,0,0
33.372229,-4.789107,-8.149286,-2.613587,5,0,0
33.401984,-4.720383,-8.203671,-2.568078,5,0,0
33.436713,-4.651766,-8.259111,-2.515036,5,0,0
33.471381,-4.562106,-8.327734,-2.452198,5,0,0
33.501135,-4.50582,-8.3753,-2.393572,5,0,0
33.535864,-4.434728,-8.430833,-2.330558,5,0,0
33.570532,-4.344032,-8.492297,-2.277612,5,0,0
33.600287,-4.279643,-8.53102,-2.254686,5,0,0
33.634985,-4.240662,-8.554411,-2.239664,5,0,0
33.669684,-4.210463,-8.568796,-2.241647,5,0,0
33.699439,-4.181163,-8.580017,-2.253537,5,0,0
33.734137,-4.152464,-8.591982,-2.261003,5,0,0
33.768836,-4.133299,-8.601974,-2.258125,5,0,0
33.79859,-4.106496,-8.617353,-2.248369,5,0,0
33.833289,-4.068421,-8.640967,-2.226856,5,0,0
33.867987,-4.033652,-8.667513,-2.186575,5,0,0
33.902716,-3.981292,-8.703468,-2.139207,5,0,0
33.937384,-3.925511,-8.740836,-2.089353,5,0,0
33.967139,-3.878259,-8.773711,-2.0392,5,0,0
34.00182,-3.810583,-8.817398,-1.977421,5,0,0
34.036519,-3.737833,-8.860571,-1.922534,5,0,0
34.076192,-3.668309,-8.901549,-1.866328,5,0,0
34.105916,-3.613597,-8.930624,-1.833878,5,0,0
34.13567,-3.562835,-8.956166,-1.808463,5,0,0
34.170399,-3.512721,-8.979147,-1.792477,5,0,0
34.205067,-3.469261,-8.997046,-1.787356,5,0,0
34.234822,-3.43495,-9.01218,-1.777354,5,0,0
34.259633,-3.4064,-9.025529,-1.764515,5,0,0
34.304219,-3.360124,-9.051052,-1.721998,5,0,0
34.333974,-3.334568,-9.067699,-1.683671,5,0,0
34.368703,-3.298425,-9.089837,-1.634779,5,0,0
34.403371,-3.263154,-9.111034,-1.586865,5,0,0
34.433125,-3.246464,-9.122825,-1.552992,5,0,0
34.467824,-3.229204,-9.135126,-1.516234,5,0,0
34.502522,-3.218624,-9.145376,-1.476417,5,0,0
34.537251,-3.205457,-9.154944,-1.445439,5,0,0
34.566975,-3.199336,-9.160953,-1.420717,5,0,0
34.601674,-3.191164,-9.16655,-1.402882,5,0,0
34.636403,-3.184272,-9.169001,-1.402525,5,0,0
34.671071,-3.180423,-9.167563,-1.420542,5,0,0
34.700825,-3.17013,-9.168137,-1.439715,5,0,0
34.735554,-3.161125,-9.167206,-1.465221,5,0,0
34.770222,-3.151824,-9.167369,-1.484118,5,0,0
34.804951,-3.138426,-9.169304,-1.500465,5,0,0
34.834706,-3.125396,-9.171653,-1.513252,5,0,0
34.869374,-3.111394,-9.174987,-1.521871,5,0,0
34.904103,-3.098235,-9.178463,-1.527744,5,0,0
34.938771,-3.092785,-9.179182,-1.53445,5,0,0
34.968526,-3.086927,-9.18035,-1.539253,5,0,0
35.003241,-3.083105,-9.181082,-1.542546,5,0,0
35.037909,-3.079587,-9.182694,-1.539977,5,0,0
35.067663,-3.077331,-9.183259,-1.541116,5,0,0
35.102392,-3.078328,-9.181985,-1.546705,5,0,0
35.13706,-3.083183,-9.178899,-1.555324,5,0,0
35.171789,-3.082002,-9.178303,-1.561177,5,0,0
35.206488,-3.079035,-9.178804,-1.564081,5,0,0
35.236212,-3.07698,-9.178799,-1.568152,5,0,0
35.270941,-3.079009,-9.177668,-1.570783,5,0,0
35.305609,-3.070779,-9.180516,-1.570252,5,0,0
35.335363,-3.062201,-9.183132,-1.57171,5,0,0
35.370092,-3.059535,-9.183419,-1.575216,5,0,0
35.40476,-3.057581,-9.183044,-1.581187,5,0,0
35.439489,-3.055379,-9.183178,-1.584659,5,0,0
35.469244,-3.055638,-9.181863,-1.591768,5,0,0
35.503912,-3.062388,-9.177622,-1.603211,5,0,0
35.538641,-3.072344,-9.173471,-1.607915,5,0,0
35.568396,-3.079985,-9.170152,-1.612217,5,0,0
35.603064,-3.093839,-9.164864,-1.615761,5,0,0
35.642736,-3.117026,-9.156434,-1.618989,5,0,0
35.672461,-3.128544,-9.151228,-1.626186,5,0,0
35.70719,-3.147275,-9.142288,-1.640268,5,0,0
35.736944,-3.176054,-9.130547,-1.650162,5,0,0
35.771612,-3.21274,-9.115984,-1.659634,5,0,0
35.801367,-3.252275,-9.099132,-1.67504,5,0,0
35.836096,-3.310994,-9.07431,-1.694543,5,0,0
35.870764,-3.376675,-9.044895,-1.721971,5,0,0
35.905493,-3.446614,-9.009822,-1.766696,5,0,0
35.935247,-3.505138,-8.979678,-1.804617,5,0,0
35.969915,-3.565149,-8.948475,-1.841673,5,0,0
36.004627,-3.627643,-8.913768,-1.887378,5,0,0
36.039326,-3.690239,-8.880121,-1.924276,5,0,0
36.06905,-3.755141,-8.845764,-1.956685,5,0,0
36.103779,-3.814244,-8.812014,-1.994292,5,0,0
36.138447,-3.879067,-8.775145,-2.031482,5,0,0
36.168202,-3.926972,-8.747865,-2.056939,5,0,0
36.207874,-3.979798,-8.717796,-2.082903,5,0,0
36.237599,-4.01574,-8.696804,-2.10159,5,0,0
36.272328,-4.05048,-8.6763,-2.119594,5,0,0
36.302082,-4.069854,-8.663997,-2.132765,5,0,0
36.33675,-4.077918,-8.656083,-2.149434,5,0,0
36.371479,-4.073704,-8.653347,-2.168358,5,0,0
36.406178,-4.059105,-8.654312,-2.191756,5,0,0
36.435902,-4.040279,-8.658123,-2.211402,5,0,0
36.470631,-4.016635,-8.663826,-2.232041,5,0,0
36.505329,-3.996202,-8.668014,-2.252366,5,0,0
36.535053,-3.980418,-8.670038,-2.272437,5,0,0
36.564808,-3.964472,-8.673105,-2.288552,5,0,0
36.60445,-3.952356,-8.672129,-2.313074,5,0,0
36.639179,-3.948384,-8.669081,-2.331212,5,0,0
36.668934,-3.947617,-8.666792,-2.341,5,0,0
36.703602,-3.953499,-8.661583,-2.350334,5,0,0
36.743275,-3.910905,-8.675973,-2.36845,5,0,0
36.773029,-3.843965,-8.700069,-2.389557,5,0,0
36.802754,-3.767745,-8.725702,-2.417329,5,0,0
36.837483,-3.683827,-8.75716,-2.432862,5,0,0
36.872181,-3.616975,-8.789991,-2.414707,5,0,0
36.901905,-3.580862,-8.8164,-2.37187,5,0,0
36.936634,-3.568307,-8.839935,-2.302168,5,0,0
36.971333,-3.584091,-8.849646,-2.239485,5,0,0
37.001041,-3.610889,-8.844019,-2.21857,5,0,0
37.03577,-3.659228,-8.821519,-2.228922,5,0,0
37.070438,-3.750979,-8.768599,-2.284529,5,0,0
37.105167,-3.850115,-8.714818,-2.325039,5,0,0
37.139865,-3.962792,-8.655914,-2.355562,5,0,0
37.174564,-4.088376,-8.591968,-2.374978,5,0,0
37.204318,-4.189039,-8.544304,-2.371513,5,0,0
37.239017,-4.294786,-8.495838,-2.356436,5,0,0
37.268741,-4.382629,-8.453526,-2.346852,5,0,0
37.30347,-4.489801,-8.388867,-2.376099,5,0,0
37.333225,-4.590852,-8.326401,-2.402575,5,0,0
37.372867,-4.80083,-8.184528,-2.478464,5,0,0
37.402622,-4.944971,-8.08282,-2.528346,5,0,0
37.43729,-5.044114,-8.009799,-2.564622,5,0,0
37.472019,-4.981762,-8.052593,-2.55246,5,0,0
37.501773,-4.634859,-8.255254,-2.558536,5,0,0
37.536441,-3.722381,-8.687162,-2.618079,5,0,0
37.57117,-3.04238,-8.967569,-2.550269,5,0,0
37.605869,-2.713547,-9.115204,-2.393108,5,0,0
37.635593,-2.268235,-9.244573,-2.360132,5,0,0
37.670322,-1.800922,-9.350619,-2.345177,5,0,0
37.70502,-1.366588,-9.420312,-2.359534,5,0,0
37.739719,-0.993558,-9.47762,-2.316208,5,0,0
37.769473,-0.803825,-9.518807,-2.218881,5,0,0
37.804172,-0.793101,-9.548207,-2.092842,5,0,0
37.83887,-0.954257,-9.551783,-2.007506,5,0,0
37.868625,-1.206461,-9.527048,-1.989238,5,0,0
37.903293,-1.613378,-9.462784,-2.007478,5,0,0
37.938022,-2.09279,-9.365416,-2.0215,5,0,0
37.97272,-2.629035,-9.229462,-2.020507,5,0,0
38.002433,-3.098929,-9.08449,-2.01145,5,0,0
38.037162,-3.617842,-8.893659,-1.997825,5,0,0
38.07186,-4.168892,-8.650704,-1.990706,5,0,0
38.106559,-4.721352,-8.364963,-1.978248,5,0,0
38.136313,-5.182019,-8.088617,-1.974386,5,0,0
38.171012,-5.706759,-7.72965,-1.965364,5,0,0
38.20571,-6.213861,-7.336368,-1.934655,5,0,0
38.235465,-6.617675,-6.982866,-1.903472,5,0,0
38.270163,-7.044326,-6.564502,-1.860651,5,0,0
38.304862,-7.410218,-6.157837,-1.829469,5,0,0
38.33956,-7.716159,-5.78596,-1.777865,5,0,0
38.369284,-7.93988,-5.479646,-1.763245,5,0,0
38.399039,-8.132403,-5.189058,-1.764922,6,1,1
38.438712,-8.336324,-4.847976,-1.78328,6,1,1
38.468436,-8.458186,-4.624522,-1.802811,6,1,1
38.503165,-8.578756,-4.385213,-1.830874,6,1,1
38.537864,-8.667541,-4.178035,-1.896048,6,1,1
38.567588,-8.717581,-4.035445,-1.97388,6,1,1
38.602317,-8.765252,-3.890734,-2.051779,6,1,1
38.637015,-8.786262,-3.795579,-2.138325,6,1,1
38.671714,-8.780482,-3.755351,-2.231081,6,1,1
38.706412,-8.759883,-3.73227,-2.347736,6,1,1
38.736167,-8.73886,-3.738755,-2.414805,6,1,1
38.770865,-8.720005,-3.749801,-2.465309,6,1,1
38.805564,-8.734732,-3.696756,-2.493133,6,1,1
38.835288,-8.746675,-3.660589,-2.5046,6,1,1
38.870017,-8.758167,-3.602506,-2.548277,6,1,1
38.904715,-8.778332,-3.505029,-2.613983,6,1,1
38.934439,-8.80317,-3.412246,-2.652927,6,1,1
38.969168,-8.836125,-3.285076,-2.703408,6,1,1
39.003865,-8.868731,-3.149511,-2.757434,6,1,1
39.038563,-8.903474,-3.000781,-2.81082,6,1,1
39.068318,-8.928539,-2.855816,-2.881451,6,1,1
39.103017,-8.963585,-2.698171,-2.924255,6,1,1
39.137715,-9.00306,-2.512195,-2.968339,6,1,1
39.172414,-9.032066,-2.354768,-3.009002,6,1,1
39.202168,-9.050505,-2.243117,-3.038755,6,1,1
39.236867,-9.066219,-2.152188,-3.057615,6,1,1
39.271565,-9.071908,-2.10967,-3.070346,6,1,1
39.306264,-9.069521,-2.117082,-3.072296,6,1,1
39.336018,-9.082661,-2.100634,-3.044644,6,1,1
39.370717,-9.084256,-2.118277,-3.027614,6,1,1
39.415333,-9.072388,-2.159757,-3.03389,6,1,1
39.43517,-9.065764,-2.172896,-3.04429,6,1,1
39.469868,-9.056259,-2.209508,-3.046225,6,1,1
39.504567,-9.049335,-2.250609,-3.0367,6,1,1
39.539265,-9.040509,-2.294528,-3.030114,6,1,1
39.56902,-9.033289,-2.321431,-3.031153,6,1,1
39.603718,-9.025729,-2.337687,-3.041165,6,1,1
39.638417,-9.019693,-2.357984,-3.043403,6,1,1
39.668172,-9.012697,-2.383878,-3.043956,6,1,1
39.70287,-9.000835,-2.423188,-3.048012,6,1,1
39.737569,-8.97132,-2.535322,-3.043815,6,1,1
39.772267,-8.939449,-2.673352,-3.019385,6,1,1
39.802022,-8.913403,-2.817785,-2.964554,6,1,1
39.826802,-8.888672,-2.962115,-2.897351,6,1,1
39.871419,-8.832587,-3.231635,-2.778345,6,1,1
39.906117,-8.749102,-3.464586,-2.761721,6,1,1
39.935872,-8.662786,-3.673846,-2.763374,6,1,1
39.97057,-8.548306,-3.952183,-2.735683,6,1,1
40.00523,-8.380931,-4.297081,-2.733556,6,1,1
40.039959,-8.119057,-4.740031,-2.791103,6,1,1
40.069683,-7.854672,-5.136681,-2.845326,6,1,1
40.104381,-7.523778,-5.581643,-2.90091,6,1,1
40.134136,-7.222998,-5.916663,-2.999776,6,1,1
40.168834,-6.867367,-6.267993,-3.119099,6,1,1
40.203533,-6.586806,-6.519674,-3.207037,6,1,1
40.233257,-6.424728,-6.635248,-3.297516,6,1,1
40.27293,-6.320299,-6.602,-3.555934,6,1,1
40.302685,-6.349426,-6.449256,-3.777452,6,1,1
40.337383,-6.500207,-6.299304,-3.774034,6,1,1
40.372082,-6.73258,-6.112692,-3.672139,6,1,1
40.401836,-6.9132,-5.759791,-3.899964,6,1,1
40.436535,-7.662201,-4.361878,-4.294408,6,1,1
40.471233,-8.29109,-2.348088,-4.682046,6,1,1
40.505962,-8.524312,-0.519681,-4.821129,6,1,1
40.535686,-8.106211,1.549164,-5.297799,6,1,1
40.570385,-6.742272,3.941009,-5.931902,6,1,1
40.605083,-6.116181,4.801814,-5.975966,6,1,1
40.639782,-5.172282,4.416042,-7.065644,6,1,1
40.669536,-5.379239,3.765002,-7.284627,6,1,1
40.704235,-6.156511,2.898384,-7.062153,6,1,1
40.738933,-6.856267,2.334625,-6.611987,6,1,1
40.768688,-7.126963,1.817725,-6.486873,6,1,1
40.803386,-7.293943,1.051783,-6.470656,6,1,1
40.838085,-7.627304,0.117925,-6.163405,6,1,1
40.86784,-7.828408,-0.791994,-5.853719,6,1,1
40.902538,-7.822487,-1.892536,-5.603949,6,1,1
40.937237,-7.66578,-3.054167,-5.299541,6,1,1
40.971966,-7.368483,-4.182846,-4.938269,6,1,1
41.001696,-6.996766,-5.119215,-4.584337,6,1,1
41.036394,-6.393057,-6.059891,-4.310892,6,1,1
41.071093,-5.767617,-6.736711,-4.186713,6,1,1
41.105791,-5.059483,-7.293976,-4.168547,6,1,1
41.135546,-4.423543,-7.683642,-4.191796,6,1,1
41.170244,-3.763858,-8.035349,-4.176577,6,1,1
41.204943,-3.218687,-8.304422,-4.105347,6,1,1
41.234697,-2.85837,-8.462823,-4.048159,6,1,1
41.269396,-2.450975,-8.627694,-3.966468,6,1,1
41.304094,-2.039636,-8.780691,-3.862202,6,1,1
41.338823,-1.670157,-8.88221,-3.807121,6,1,1
41.363573,-1.445746,-8.944514,-3.752699,6,1,1
41.403246,-1.129543,-9.035322,-3.642025,6,1,1
41.437975,-0.961967,-9.089246,-3.554921,6,1,1
41.472643,-0.809526,-9.143536,-3.452197,6,1,1
41.502398,-0.677954,-9.189856,-3.356214,6,1,1
41.537096,-0.618783,-9.224308,-3.272079,6,1,1
41.571795,-0.561733,-9.257551,-3.18739,6,1,1
41.601549,-0.496292,-9.281953,-3.126708,6,1,1
41.636248,-0.47638,-9.309771,-3.046058,6,1,1
41.670946,-0.4687,-9.340952,-2.950285,6,1,1
41.705675,-0.441384,-9.372812,-2.85181,6,1,1
41.735399,-0.43378,-9.392178,-2.788562,6,1,1
41.770098,-0.472618,-9.411677,-2.715552,6,1,1
41.804827,-0.536184,-9.42841,-2.644775,6,1,1
41.834551,-0.584359,-9.440975,-2.589162,6,1,1
41.869249,-0.674342,-9.456097,-2.510922,6,1,1
41.903978,-0.767639,-9.473714,-2.415932,6,1,1
41.938646,-0.837216,-9.493992,-2.310937,6,1,1
41.968401,-0.911528,-9.507906,-2.223978,6,1,1
42.003066,-0.977654,-9.528002,-2.106803,6,1,1
42.037764,-1.028103,-9.549958,-1.979533,6,1,1
42.072493,-1.039464,-9.572431,-1.861537,6,1,1
42.107161,-1.035468,-9.594352,-1.747414,6,1,1
42.136916,-1.010961,-9.616766,-1.634934,6,1,1
42.171645,-0.985328,-9.639174,-1.514169,6,1,1
42.206313,-0.922663,-9.664013,-1.390254,6,1,1
42.236067,-0.872751,-9.68385,-1.28008,6,1,1
42.270796,-0.827364,-9.702965,-1.159819,6,1,1
42.305464,-0.797073,-9.715811,-1.070023,6,1,1
42.335219,-0.779443,-9.722279,-1.02323,6,1,1
42.369948,-0.753401,-9.728339,-0.984405,6,1,1
42.404616,-0.713389,-9.732875,-0.969261,6,1,1
42.43437,-0.687365,-9.736453,-0.951975,6,1,1
42.469069,-0.684266,-9.737696,-0.94144,6,1,1
42.503767,-0.73021,-9.734731,-0.937579,6,1,1
42.538496,-0.80307,-9.729264,-0.934743,6,1,1
42.573164,-0.899868,-9.719846,-0.944496,6,1,1
42.602919,-0.970242,-9.711648,-0.959052,6,1,1
42.637648,-1.064924,-9.69932,-0.983042,6,1,1
42.672316,-1.154446,-9.688485,-0.988823,6,1,1
42.702071,-1.205172,-9.6805,-1.006341,6,1,1
42.7368,-1.263767,-9.663547,-1.093616,6,1,1
42.771468,-1.415577,-9.62501,-1.237968,6,1,1
42.801222,-1.62365,-9.576131,-1.355992,6,1,1
42.835951,-1.912602,-9.506858,-1.462478,6,1,1
42.870619,-2.210428,-9.429629,-1.540569,6,1,1
42.900374,-2.474875,-9.352772,-1.605583,6,1,1
42.940016,-2.867003,-9.225711,-1.686355,6,1,1
42.979689,-3.279024,-9.076385,-1.744848,6,1,1
43.004492,-3.522337,-8.980286,-1.767726,6,1,1
43.03916,-3.83477,-8.847196,-1.78855,6,1,1
43.068914,-4.068953,-8.740018,-1.79804,6,1,1
43.103643,-4.314533,-8.618906,-1.810114,6,1,1
43.138311,-4.500113,-8.523095,-1.811926,6,1,1
43.17304,-4.552135,-8.494544,-1.816052,6,1,1
43.197821,-4.508294,-8.502567,-1.886504,6,1,1
43.237463,-4.448065,-8.533363,-1.89042,6,1,1
43.272192,-4.271562,-8.617747,-1.914535,6,1,1
43.301947,-4.053362,-8.710119,-1.970111,6,1,1
43.336615,-3.737691,-8.847606,-1.981614,6,1,1
43.371344,-3.323527,-9.034506,-1.873264,6,1,1
43.406012,-2.921471,-9.185489,-1.80805,6,1,1
43.440741,-2.551222,-9.287316,-1.847775,6,1,1
43.470495,-1.993634,-9.413354,-1.895112,6,1,1
43.505163,-1.393703,-9.539216,-1.7995,6,1,1
43.534918,-1.263697,-9.584989,-1.64569,6,1,1
43.569647,-1.281658,-9.604456,-1.512951,6,1,1
43.604315,-1.293142,-9.617253,-1.41897,6,1,1
43.639044,-1.290514,-9.616739,-1.424833,6,1,1
43.668798,-1.360158,-9.600445,-1.46924,6,1,1
43.703466,-1.487692,-9.569703,-1.544282,6,1,1
43.733221,-1.638314,-9.538608,-1.583712,6,1,1
43.772894,-1.974462,-9.47336,-1.591918,6,1,1
43.802618,-2.341717,-9.389242,-1.592398,6,1,1
43.837347,-2.824616,-9.256696,-1.585047,6,1,1
43.872015,-3.341509,-9.078756,-1.608648,6,1,1
43.90177,-3.812471,-8.884344,-1.646435,6,1,1
43.936499,-4.41298,-8.594942,-1.682211,6,1,1
43.971167,-5.047302,-8.238589,-1.681558,6,1,1
44.005877,-5.73276,-7.7832,-1.653637,6,1,1
44.040575,-6.318675,-7.324666,-1.612721,6,1,1
44.070299,-6.959438,-6.737986,-1.530692,6,1,1
44.105028,-7.47796,-6.173081,-1.466436,6,1,1
44.139727,-7.873271,-5.661201,-1.462757,6,1,1
44.169451,-8.163847,-5.218972,-1.513665,6,1,1
44.20418,-8.476996,-4.657955,-1.619026,6,1,1
44.238878,-8.746734,-4.092419,-1.709971,6,1,1
44.268602,-8.933721,-3.622946,-1.80004,6,1,1
44.303331,-9.079143,-3.150611,-1.9545,6,1,1
44.337999,-9.169899,-2.734186,-2.14812,6,1,1
44.372728,-9.239801,-2.357819,-2.289982,7,1,0
44.402483,-9.269204,-2.095587,-2.422318,7,1,0
44.437151,-9.26446,-1.888423,-2.604014,7,1,0
44.47188,-9.227704,-1.748767,-2.822861,7,1,0
44.501635,-9.206639,-1.667099,-2.938679,7,1,0
44.536303,-9.200496,-1.625014,-2.981183,7,1,0
44.575976,-9.178727,-1.624994,-3.047558,7,1,0
44.60573,-9.138041,-1.626269,-3.166812,7,1,0
44.635454,-9.095503,-1.631441,-3.284428,7,1,0
44.670183,-9.048694,-1.653865,-3.400457,7,1,0
44.704882,-8.979255,-1.583989,-3.611262,7,1,0
44.73958,-8.905084,-1.622147,-3.774303,7,1,0
44.769335,-8.831781,-1.723285,-3.899638,7,1,0
44.804033,-8.757873,-1.940603,-3.963707,7,1,0
44.838732,-8.70246,-2.247359,-3.923495,7,1,0
44.87343,-8.643301,-2.65517,-3.797455,7,1,0
44.903154,-8.571561,-3.049936,-3.661075,7,1,0
44.937883,-8.420285,-3.562464,-3.547521,7,1,0
44.972582,-8.178952,-4.132186,-3.493856,7,1,0
45.002292,-7.877839,-4.638332,-3.550039,7,1,0
45.037021,-7.421191,-5.219134,-3.723414,7,1,0
45.07172,-6.967608,-5.697837,-3.894141,7,1,0
45.106418,-6.573336,-6.085324,-3.992158,7,1,0
45.136173,-6.334811,-6.290059,-4.059875,7,1,0
45.170871,-6.232941,-6.324426,-4.162852,7,1,0
45.20557,-6.424539,-6.11118,-4.189991,7,1,0
45.235324,-6.962051,-5.460439,-4.22974,7,1,0
45.270023,-7.637252,-3.936477,-4.727979,7,1,0
45.304721,-8.175323,-2.1986,-4.950504,7,1,0
45.33942,-8.289997,-0.138904,-5.237739,7,1,0
45.369144,-7.755117,2.03868,-5.646166,7,1,0
45.403873,-6.355765,4.242526,-6.146745,7,1,0
45.438571,-5.509036,4.47347,-6.76874,7,1,0
45.47327,-4.659596,3.831419,-7.732118,7,1,0
45.503025,-5.322018,3.222492,-7.580826,7,1,0
45.537723,-6.125623,2.612615,-7.199183,7,1,0
45.572421,-6.314049,2.089803,-7.207132,7,1,0
45.602176,-6.238688,1.552017,-7.405894,7,1,0
45.636875,-6.502809,0.671081,-7.310292,7,1,0
45.671573,-7.173148,-0.32888,-6.679448,7,1,0
45.706272,-7.633722,-1.561195,-5.955351,7,1,0
45.736026,-7.574999,-2.632967,-5.644831,7,1,0
45.770725,-7.251147,-3.829686,-5.378812,7,1,0
45.805423,-6.940485,-4.883968,-4.914649,7,1,0
45.835147,-6.729428,-5.63303,-4.37733,7,1,0
45.869876,-6.392593,-6.37735,-3.82641,7,1,0
45.904575,-6.014597,-6.91943,-3.481863,7,1,0
45.939273,-5.573803,-7.35498,-3.31877,7,1,0
45.969028,-5.242017,-7.640292,-3.213165,7,1,0
46.003728,-4.985999,-7.862796,-3.081151,7,1,0
46.038427,-4.781495,-8.029653,-2.973085,7,1,0
46.073125,-4.602093,-8.161596,-2.895918,7,1,0
46.10288,-4.428754,-8.265411,-2.871649,7,1,0
46.137579,-4.253255,-8.357256,-2.871121,7,1,0
46.172277,-4.181085,-8.390901,-2.878986,7,1,0
46.202032,-4.161026,-8.427625,-2.799689,7,1,0
46.23673,-4.108658,-8.478496,-2.722367,7,1,0
46.271429,-4.094888,-8.513078,-2.633753,7,1,0
46.306127,-4.093624,-8.542638,-2.538274,7,1,0
46.335882,-4.038648,-8.604096,-2.415803,7,1,0
46.37058,-3.994576,-8.655,-2.304689,7,1,0
46.405279,-3.934942,-8.701252,-2.231969,7,1,0
46.439977,-3.797592,-8.769628,-2.202082,7,1,0
46.469732,-3.763008,-8.796769,-2.152644,7,1,0
46.50443,-3.696502,-8.833991,-2.11512,7,1,0
46.539129,-3.634582,-8.867844,-2.080482,7,1,0
46.568883,-3.586763,-8.891148,-2.063946,7,1,0
46.603582,-3.548721,-8.906528,-2.06339,7,1,0
46.63828,-3.489824,-8.929291,-2.065463,7,1,0
46.668035,-3.423838,-8.956759,-2.056954,7,1,0
46.702734,-3.358523,-8.984967,-2.041552,7,1,0
46.737432,-3.266599,-9.021168,-2.031035,7,1,0
46.772131,-3.171106,-9.05347,-2.038631,7,1,0
46.801885,-3.100333,-9.073218,-2.05959,7,1,0
46.836584,-3.019892,-9.091896,-2.09641,7,1,0
46.871282,-2.939376,-9.107623,-2.142086,7,1,0
46.905981,-2.871625,-9.118914,-2.185506,7,1,0
46.935735,-2.789788,-9.136189,-2.219097,7,1,0
46.970434,-2.721725,-9.151224,-2.241551,7,1,0
46.99518,-2.687254,-9.161248,-2.242197,7,1,0
47.039827,-2.654194,-9.176024,-2.221055,7,1,0
47.069551,-2.646234,-9.188513,-2.178512,7,1,0
47.10425,-2.652051,-9.199804,-2.123082,7,1,0
47.138979,-2.680696,-9.201127,-2.080959,7,1,0
47.173647,-2.729292,-9.195397,-2.042764,7,1,0
47.203401,-2.786572,-9.188176,-1.997421,7,1,0
47.233156,-2.825161,-9.195434,-1.907802,7,1,0
47.272798,-2.796263,-9.242027,-1.715545,7,1,0
47.302553,-2.710539,-9.293177,-1.570697,7,1,0
47.337252,-2.62585,-9.331058,-1.487792,7,1,0
47.37195,-2.622278,-9.322084,-1.549085,7,1,0
47.406679,-2.648452,-9.289487,-1.69363,7,1,0
47.436403,-2.645951,-9.270242,-1.799669,7,1,0
47.471102,-2.573281,-9.271212,-1.897397,7,1,0
47.505831,-2.440196,-9.288125,-1.988319,7,1,0
47.540499,-2.315066,-9.298882,-2.085311,7,1,0
47.570253,-2.255279,-9.28836,-2.194844,7,1,0
47.600008,-2.248094,-9.255031,-2.338314,7,1,0
47.63965,-2.280228,-9.192391,-2.545145,7,1,0
47.669405,-2.32511,-9.139857,-2.689634,7,1,0
47.704134,-2.395459,-9.081262,-2.823069,7,1,0
47.738802,-2.480675,-9.028987,-2.915629,7,1,0
47.773531,-2.564272,-8.980542,-2.991927,7,1,0
47.803255,-2.690686,-8.921327,-3.057349,7,1,0
47.837953,-2.803957,-8.858462,-3.137312,7,1,0
47.872682,-2.90298,-8.793223,-3.229424,7,1,0
47.902407,-3.024814,-8.722262,-3.309062,7,1,0
47.937105,-3.150222,-8.647773,-3.386645,7,1,0
47.971834,-3.291036,-8.579943,-3.425041,7,1,0
48.006497,-3.447978,-8.519338,-3.421927,7,1,0
48.036252,-3.571285,-8.460595,-3.441148,7,1,0
48.070981,-3.718512,-8.38844,-3.461791,7,1,0
48.100705,-3.853859,-8.327944,-3.459821,7,1,0
48.135403,-3.986217,-8.273639,-3.440092,7,1,0
