time_tick,grv_X_value,grv_Y_value,grv_Z_value,Turn ,Success,Hoop
16.036231,-8.851859,-2.491902,-3.407678,3,1,0
16.07093,-8.850006,-2.373852,-3.495634,3,1,0
16.100685,-8.849722,-2.268086,-3.565873,3,1,0
16.135383,-8.84273,-2.148277,-3.656267,3,1,0
16.170081,-8.83007,-2.007083,-3.765466,3,1,0
16.20481,-8.839728,-1.873682,-3.811268,3,1,0
16.234535,-8.852086,-1.741968,-3.844916,3,1,0
16.269233,-8.86447,-1.606428,-3.875281,3,1,0
16.303962,-8.857653,-1.465035,-3.94625,3,1,0
16.33863,-8.853797,-1.337872,-3.999703,3,1,0
16.368385,-8.852186,-1.221209,-4.040383,3,1,0
16.398139,-8.851392,-1.103372,-4.075866,3,1,0
16.437782,-8.852626,-0.935755,-4.114928,3,1,0
16.472511,-8.840965,-0.779323,-4.1722,3,1,0
16.502235,-8.831113,-0.663143,-4.212947,3,1,0
16.531989,-8.821018,-0.561293,-4.248746,3,1,0
16.566688,-8.813081,-0.487484,-4.27425,3,1,0
16.601386,-8.811994,-0.41028,-4.284586,3,1,0
16.636085,-8.798886,-0.362307,-4.315737,3,1,0
16.670814,-8.768792,-0.325636,-4.37944,3,1,0
16.705482,-8.765325,-0.308133,-4.38764,3,1,0
16.735237,-8.751631,-0.323428,-4.413795,3,1,0
16.764991,-8.763616,-0.377027,-4.385673,3,1,0
16.804633,-8.78768,-0.411915,-4.33408,3,1,0
16.834388,-8.811062,-0.439177,-4.283637,3,1,0
16.869087,-8.835748,-0.481943,-4.227829,3,1,0
16.903785,-8.862171,-0.553361,-4.163289,3,1,0
16.938514,-8.872704,-0.698655,-4.118769,3,1,0
16.96822,-8.88267,-0.870409,-4.064211,3,1,0
17.002919,-8.899561,-1.113325,-3.966808,3,1,0
17.037648,-8.937013,-1.388502,-3.79198,3,1,0
17.072316,-8.954131,-1.660802,-3.639027,3,1,0
17.10207,-8.943046,-1.93479,-3.529271,3,1,0
17.136769,-8.92223,-2.251176,-3.391647,3,1,0
17.171467,-8.887766,-2.587552,-3.238742,3,1,0
17.201222,-8.834555,-2.903489,-3.114104,3,1,0
17.23592,-8.774972,-3.229536,-2.95757,3,1,0
17.270619,-8.662984,-3.593764,-2.866151,3,1,0
17.300374,-8.557717,-3.885567,-2.80091,3,1,0
17.335072,-8.466788,-4.067158,-2.819392,3,1,0
17.369771,-8.372199,-4.168143,-2.951289,3,1,0
17.4045,-8.325369,-4.252138,-2.963916,3,1,0
17.439167,-8.328119,-4.239222,-2.974673,3,1,0
17.468922,-8.352925,-4.1409,-3.042835,3,1,0
17.503621,-8.427087,-3.763243,-3.316542,3,1,0
17.538319,-8.75894,-2.782962,-3.422476,3,1,0
17.568074,-8.925979,-1.711661,-3.68434,3,1,0
17.602772,-8.861155,-0.031994,-4.201924,3,1,0
17.637471,-8.160838,2.106942,-5.013858,3,1,0
17.667225,-7.230869,4.263812,-5.07067,3,1,0
17.701924,-6.096423,5.061798,-5.778328,3,1,0
17.736622,-3.855664,4.163,-7.998783,3,1,0
17.771351,-5.392317,3.343773,-7.477924,3,1,0
17.806019,-6.144012,2.647693,-7.17064,3,1,0
17.835774,-5.728764,2.090444,-7.6804,3,1,0
17.870472,-5.110179,1.651183,-8.205908,3,1,0
17.905171,-5.563957,1.216642,-7.983697,3,1,0
17.929982,-6.205605,0.817768,-7.549766,3,1,0
17.969619,-6.435525,-0.11429,-7.399204,3,1,0
18.004318,-5.825991,-1.327906,-7.776358,3,1,0
18.024154,-5.421378,-2.024559,-7.917516,3,1,0
18.068771,-4.779624,-3.420255,-7.850751,3,1,0
18.103469,-4.42677,-4.182191,-7.687018,3,1,0
18.138198,-3.882962,-4.703723,-7.679508,3,1,0
18.167922,-3.232781,-4.950591,-7.824195,3,1,0
18.202621,-2.340023,-5.088653,-8.050289,3,1,0
18.237319,-1.498497,-5.060526,-8.265763,3,1,0
18.2621,-0.99385,-5.036134,-8.356247,3,1,0
18.301772,-0.344355,-5.090006,-8.37559,3,1,0
18.336471,-0.057909,-5.191887,-8.319748,3,1,0
18.371169,0.071121,-5.392618,-8.190963,3,1,0
18.400924,0.104008,-5.619653,-8.036537,3,1,0
18.435622,0.010592,-5.907744,-7.82788,3,1,0
18.470321,-0.232562,-6.199876,-7.595045,3,1,0
18.50505,-0.569323,-6.514081,-7.30889,3,1,0
18.534774,-0.864415,-6.785103,-7.027974,3,1,0
18.569473,-1.173663,-7.138443,-6.621359,3,1,0
18.604171,-1.221953,-7.443119,-6.2677,3,1,0
18.63887,-1.023188,-7.689413,-6.000272,3,1,0
18.668624,-0.734794,-7.861243,-5.81706,3,1,0
18.703323,-0.464282,-7.982086,-5.678732,3,1,0
18.738021,-0.315426,-8.063041,-5.573609,3,1,0
18.767776,-0.309927,-8.120846,-5.489359,3,1,0
18.802474,-0.485283,-8.165122,-5.410409,3,1,0
18.837173,-0.817509,-8.166881,-5.367587,3,1,0
18.866927,-1.11842,-8.140849,-5.352846,3,1,0
18.901626,-1.462646,-8.090497,-5.346192,3,1,0
18.936324,-1.839957,-8.026873,-5.325515,3,1,0
18.971012,-2.267586,-7.951554,-5.273338,3,1,0
19.000766,-2.695993,-7.863264,-5.203647,3,1,0
19.035465,-3.239133,-7.745168,-5.069284,3,1,0
19.070163,-3.768667,-7.637595,-4.862256,3,1,0
19.104862,-4.189405,-7.55636,-4.63978,3,1,0
19.134617,-4.404122,-7.522641,-4.49342,3,1,0
19.169315,-4.51454,-7.484609,-4.447112,3,1,0
19.19907,-4.583024,-7.428849,-4.470497,3,1,0
19.233768,-4.383575,-7.590521,-4.398353,3,1,0
19.268467,-4.449251,-7.582776,-4.345448,3,1,0
19.303165,-4.614652,-7.498552,-4.319022,3,1,0
19.337864,-4.804943,-7.393997,-4.291688,3,1,0
19.367618,-4.98728,-7.311985,-4.223644,3,1,0
19.402317,-5.203599,-7.226962,-4.107411,3,1,0
19.432041,-5.39446,-7.164048,-3.969064,3,1,0
19.471714,-5.556507,-7.163591,-3.739711,3,1,0
19.501468,-5.565869,-7.233271,-3.588614,3,1,0
19.536167,-5.487204,-7.326399,-3.520188,3,1,0
19.560947,-5.411391,-7.361021,-3.565033,3,1,0
19.60062,-5.335852,-7.368641,-3.661839,3,1,0
19.635318,-5.325047,-7.374311,-3.666151,3,1,0
19.670017,-5.332936,-7.400135,-3.602089,3,1,0
19.704715,-5.351907,-7.433668,-3.503558,3,1,0
19.73447,-5.356859,-7.470188,-3.41725,3,1,0
19.769169,-5.341649,-7.525436,-3.318409,3,1,0
19.803867,-5.33311,-7.561332,-3.249838,3,1,0
19.838566,-5.32791,-7.570923,-3.236008,3,1,0
19.86832,-5.320288,-7.567184,-3.257225,3,1,0
19.903019,-5.331264,-7.553269,-3.271545,3,1,0
19.937717,-5.361347,-7.539932,-3.253097,3,1,0
19.967467,-5.397129,-7.517433,-3.24599,3,1,0
20.002165,-5.403503,-7.522859,-3.222731,3,1,0
20.036864,-5.356248,-7.55898,-3.217092,4,1,0
20.071562,-5.247618,-7.603657,-3.290007,4,1,0
20.101317,-5.215098,-7.612928,-3.320141,4,1,0
20.136015,-5.172329,-7.632827,-3.34129,4,1,0
20.170714,-4.97465,-7.740031,-3.394412,4,1,0
20.205412,-4.681185,-7.89241,-3.460291,4,1,0
20.235167,-4.312675,-8.061139,-3.549102,4,1,0
20.264891,-3.857948,-8.250018,-3.637401,4,1,0
20.304564,-3.053575,-8.552357,-3.702716,4,1,0
20.334319,-2.711412,-8.657397,-3.724913,4,1,0
20.369017,-2.13635,-8.800269,-3.76411,4,1,0
20.403716,-1.537199,-8.931195,-3.748069,4,1,0
20.443358,-1.080641,-9.042981,-3.63785,4,1,0
20.468169,-0.957367,-9.083206,-3.571563,4,1,0
20.502867,-1.002365,-9.093702,-3.532292,4,1,0
20.537566,-1.205759,-9.063345,-3.546712,4,1,0
20.572264,-1.529449,-9.004079,-3.572759,4,1,0
20.602019,-1.954029,-8.91603,-3.586563,4,1,0
20.636717,-2.634137,-8.747599,-3.566241,4,1,0
20.671416,-3.438882,-8.502913,-3.471571,4,1,0
20.70117,-4.149631,-8.235788,-3.336108,4,1,0
20.735869,-4.951737,-7.862841,-3.135807,4,1,0
20.770567,-5.695899,-7.431482,-2.916686,4,1,0
20.805266,-6.362769,-6.946167,-2.728219,4,1,0
20.835021,-6.881131,-6.487424,-2.596268,4,1,0
20.869719,-7.40364,-5.924,-2.503915,4,1,0
20.904417,-7.800896,-5.385337,-2.514243,4,1,0
20.939116,-8.105366,-4.89265,-2.557788,4,1,0
20.968848,-8.328658,-4.473348,-2.607653,4,1,0
21.003546,-8.544271,-4.005405,-2.670097,4,1,0
21.038245,-8.696474,-3.588733,-2.769401,4,1,0
21.067999,-8.771253,-3.262088,-2.932773,4,1,0
21.102698,-8.809237,-2.934168,-3.156778,4,1,0
21.137396,-8.823364,-2.686809,-3.332649,4,1,0
21.167151,-8.844314,-2.489632,-3.428861,4,1,0
21.201849,-8.876864,-2.281908,-3.488758,4,1,0
21.236548,-8.875273,-2.131332,-3.58667,4,1,0
21.271246,-8.85541,-1.992919,-3.713117,4,1,0
21.305945,-8.82763,-1.879547,-3.836341,4,1,0
21.335699,-8.78012,-1.833065,-3.96568,4,1,0
21.370398,-8.71509,-1.776599,-4.131362,4,1,0
21.405096,-8.657797,-1.727407,-4.270348,4,1,0
21.434851,-8.62807,-1.681262,-4.34822,4,1,0
21.46955,-8.646235,-1.571834,-4.353067,4,1,0
21.504248,-8.665943,-1.457011,-4.353826,4,1,0
21.538946,-8.668474,-1.375674,-4.375195,4,1,0
21.568701,-8.657292,-1.316304,-4.415415,4,1,0
21.6034,-8.645643,-1.258408,-4.454943,4,1,0
21.638098,-8.627256,-1.234133,-4.497179,4,1,0
21.672797,-8.645971,-1.184518,-4.474522,4,1,0
21.702551,-8.663178,-1.146846,-4.450994,4,1,0
21.73725,-8.663794,-1.147499,-4.449626,4,1,0
21.771948,-8.656309,-1.233418,-4.441198,4,1,0
21.801703,-8.665432,-1.335774,-4.393546,4,1,0
21.836401,-8.669943,-1.45381,-4.346926,4,1,0
21.8711,-8.660847,-1.629963,-4.302349,4,1,0
21.900854,-8.649746,-1.824059,-4.246405,4,1,0
21.935553,-8.642168,-2.050466,-4.157616,4,1,0
21.970227,-8.645439,-2.296465,-4.019936,4,1,0
22.004926,-8.618576,-2.571511,-3.909569,4,1,0
22.034681,-8.589413,-2.799965,-3.815683,4,1,0
22.069379,-8.566869,-3.062315,-3.661724,4,1,0
22.104078,-8.547395,-3.263052,-3.531542,4,1,0
22.138776,-8.544879,-3.371046,-3.434871,4,1,0
22.168531,-8.550359,-3.454406,-3.337017,4,1,0
22.203229,-8.535821,-3.546054,-3.277577,4,1,0
22.237928,-8.520451,-3.620059,-3.236409,4,1,0
22.267682,-8.510478,-3.680825,-3.193827,4,1,0
22.302381,-8.508121,-3.727152,-3.146023,4,1,0
22.337079,-8.498326,-3.779046,-3.110389,4,1,0
22.371778,-8.494017,-3.827976,-3.061948,4,1,0
22.406476,-8.484055,-3.920768,-2.970797,4,1,0
22.436231,-8.442427,-4.059286,-2.902564,4,1,0
22.470929,-8.361643,-4.260486,-2.84753,4,1,0
22.505628,-8.264292,-4.501634,-2.759351,4,1,0
22.535382,-8.175038,-4.719775,-2.658893,4,1,0
22.570081,-8.045558,-5.00151,-2.535968,4,1,0
22.604779,-7.894791,-5.2774,-2.449198,4,1,0
22.639508,-7.769408,-5.481546,-2.401291,4,1,0
22.669233,-7.696219,-5.592468,-2.381126,4,1,0
22.703931,-7.679474,-5.612961,-2.386963,4,1,0
22.733655,-7.698308,-5.584603,-2.392805,4,1,0
22.768384,-7.681174,-5.59824,-2.415889,4,1,0
22.803083,-7.736357,-5.519173,-2.421724,4,1,0
22.837781,-7.808606,-5.408998,-2.438374,4,1,0
22.87248,-7.860331,-5.329488,-2.447244,4,1,0
22.902234,-7.874098,-5.305549,-2.454992,4,1,0
22.936933,-7.873699,-5.301408,-2.465197,4,1,0
22.971616,-7.881754,-5.299389,-2.4437,4,1,0
23.001371,-7.896298,-5.294502,-2.40707,4,1,0
23.036069,-7.952232,-5.228451,-2.366971,4,1,0
23.070768,-8.023799,-5.137753,-2.323659,4,1,0
23.100522,-8.0526,-5.10489,-2.296299,4,1,0
23.135221,-8.049209,-5.124927,-2.263317,4,1,0
23.169919,-8.029962,-5.172999,-2.221945,4,1,0
23.204618,-7.956107,-5.300591,-2.18663,4,1,0
23.229398,-7.88598,-5.406065,-2.182435,4,1,0
23.269071,-7.737455,-5.597235,-2.231592,4,1,0
23.30377,-7.562147,-5.796591,-2.321789,4,1,0
23.338468,-7.358518,-6.014764,-2.419109,4,1,0
23.368223,-7.140854,-6.225884,-2.534524,4,1,0
23.412839,-6.742725,-6.516827,-2.871215,4,1,0
23.43762,-6.542163,-6.65384,-3.017245,4,1,0
23.472318,-6.322775,-6.798835,-3.158418,4,1,0
23.502073,-6.13113,-6.910591,-3.290931,4,1,0
23.536771,-5.973281,-7.007623,-3.374965,4,1,0
23.57147,-5.900217,-7.003377,-3.509614,4,1,0
23.601224,-5.874105,-6.908804,-3.733707,4,1,0
23.635923,-6.141876,-6.514605,-4.001816,4,1,0
23.670621,-7.023081,-5.35007,-4.2697,4,1,0
23.70532,-8.154711,-3.430292,-4.232143,4,1,0
23.735074,-8.613125,-1.781558,-4.337901,4,1,0
23.769773,-8.533916,0.444218,-4.811673,4,1,0
23.804471,-7.344338,3.347748,-5.570505,4,1,0
23.834226,-6.035151,4.392163,-6.361061,4,1,0
23.868925,-4.34406,4.101626,-7.777085,4,1,0
23.903623,-4.884562,3.405776,-7.792239,4,1,0
23.938322,-6.069491,2.803626,-7.174831,4,1,0
23.968076,-6.444661,2.539323,-6.942293,4,1,0
24.007739,-6.132484,2.253494,-7.313799,4,1,0
24.037463,-6.066371,1.864208,-7.476706,4,1,0
24.062243,-6.399329,1.470189,-7.284531,4,1,0
24.101916,-7.09338,0.593931,-6.745995,4,1,0
24.136615,-7.206991,-0.432419,-6.636983,4,1,0
24.171313,-6.929917,-1.476258,-6.780425,4,1,0
24.201068,-6.582928,-2.336574,-6.883512,4,1,0
24.235766,-6.297627,-3.155651,-6.823416,4,1,0
24.270465,-6.067776,-3.744996,-6.733078,4,1,0
24.300189,-5.857084,-4.228854,-6.63239,4,1,0
24.334918,-5.678631,-4.684647,-6.479543,4,1,0
24.369616,-5.368736,-5.101021,-6.429114,4,1,0
24.404315,-5.044591,-5.414878,-6.434939,4,1,0
24.439013,-4.717347,-5.636037,-6.492994,4,1,0
24.473742,-4.326604,-5.841662,-6.58276,4,1,0
24.503467,-4.07452,-6.000773,-6.600474,4,1,0
24.538165,-3.881609,-6.186249,-6.54528,4,1,0
24.56792,-3.820155,-6.337679,-6.435642,4,1,0
24.602618,-3.732757,-6.535508,-6.287362,4,1,0
24.637317,-3.609786,-6.729492,-6.153099,4,1,0
24.667071,-3.4738,-6.884728,-6.058918,4,1,0
24.70177,-3.309063,-7.05386,-5.955704,4,1,0
24.736468,-3.141368,-7.209569,-5.859281,4,1,0
24.771167,-2.987708,-7.331871,-5.787444,4,1,0
24.805865,-2.920078,-7.447678,-5.672961,4,1,0
24.83562,-2.935666,-7.51266,-5.578445,4,1,0
24.870318,-2.959556,-7.595325,-5.45246,4,1,0
24.905017,-3.000456,-7.674993,-5.316859,4,1,0
24.934772,-3.026906,-7.774106,-5.155422,4,1,0
24.96947,-3.059781,-7.850683,-5.018144,4,1,0
25.004145,-3.118944,-7.913795,-4.880706,4,1,0
25.0339,-3.15762,-7.959392,-4.780664,4,1,0
25.068599,-3.197477,-8.006785,-4.67384,4,1,0
25.103297,-3.202085,-8.05947,-4.579176,4,1,0
25.137996,-3.177896,-8.108707,-4.508559,4,1,0
25.16775,-3.173336,-8.13563,-4.463037,4,1,0
25.202449,-3.175798,-8.172134,-4.394061,4,1,0
25.237147,-3.180935,-8.189578,-4.357717,4,1,0
25.271846,-3.19612,-8.191806,-4.342393,4,1,0
25.311519,-3.197482,-8.198652,-4.328449,4,1,0
25.336299,-3.209078,-8.198354,-4.320423,4,1,0
25.370997,-3.207594,-8.224425,-4.271701,4,1,0
25.400752,-3.200341,-8.249471,-4.228627,4,1,0
25.43545,-3.179081,-8.268625,-4.207201,4,1,0
25.470149,-3.150068,-8.278137,-4.210316,4,1,0
25.504847,-3.116002,-8.297565,-4.197403,4,1,0
25.539546,-3.085933,-8.32376,-4.167647,4,1,0
25.569301,-3.061524,-8.342253,-4.14863,4,1,0
25.603999,-3.058903,-8.346861,-4.141288,4,1,0
25.638697,-3.072783,-8.333669,-4.15755,4,1,0
25.668452,-3.101364,-8.3096,-4.184416,4,1,0
25.703151,-3.120524,-8.297503,-4.194166,4,1,0
25.737849,-3.171978,-8.279369,-4.191403,4,1,0
25.767604,-3.234519,-8.254454,-4.192746,4,1,0
25.802302,-3.318901,-8.219217,-4.196024,4,1,0
25.837001,-3.401832,-8.182666,-4.201043,4,1,0
25.871699,-3.462133,-8.149382,-4.21645,4,1,0
25.906398,-3.515421,-8.121728,-4.225706,4,1,0
25.936152,-3.547762,-8.103806,-4.233079,4,1,0
25.970852,-3.644699,-8.051474,-4.25055,4,1,0
26.00555,-3.761474,-7.976617,-4.289771,4,1,0
26.035305,-3.821534,-7.937323,-4.309528,4,1,0
26.070003,-3.896983,-7.893277,-4.322841,4,1,0
26.104702,-3.989161,-7.841966,-4.332137,4,1,0
26.134457,-4.072563,-7.798225,-4.333494,4,1,0
26.169155,-4.168587,-7.73932,-4.347764,4,1,0
26.203854,-4.258014,-7.680898,-4.364673,4,1,0
26.233578,-4.310424,-7.652619,-4.362902,4,1,0
26.268307,-4.369368,-7.625662,-4.351454,4,1,0
26.303005,-4.450175,-7.597081,-4.319439,4,1,0
26.337704,-4.546972,-7.573586,-4.25947,4,1,0
26.372402,-4.62981,-7.557972,-4.197518,4,1,0
26.402157,-4.688249,-7.54585,-4.154242,4,1,0
26.436855,-4.747499,-7.532212,-4.111483,4,1,0
26.471554,-4.799815,-7.519267,-4.074266,4,1,0
26.501308,-4.841842,-7.505757,-4.049372,4,1,0
26.536007,-4.897799,-7.495232,-4.001288,4,1,0
26.570705,-4.969072,-7.479075,-3.943224,4,1,0
26.60046,-5.047978,-7.451726,-3.894477,4,1,0
26.640102,-5.147623,-7.411893,-3.839671,4,1,0
26.669857,-5.21202,-7.378339,-3.817357,4,1,0
26.704555,-5.225963,-7.370842,-3.812774,4,1,0
26.739254,-5.193779,-7.40681,-3.786961,4,1,0
26.769009,-5.137115,-7.470082,-3.739674,4,1,0
26.803707,-5.101651,-7.542465,-3.641652,4,1,0
26.838406,-5.00489,-7.666736,-3.514183,4,1,0
26.86816,-4.919175,-7.759601,-3.430388,4,1,0
26.902859,-4.768077,-7.89958,-3.322547,4,1,0
26.937557,-4.45736,-8.092906,-3.288475,4,1,0
26.967312,-3.889974,-8.34962,-3.365887,4,1,0
27.001985,-3.44624,-8.573759,-3.285019,4,1,0
27.036684,-3.244492,-8.71428,-3.116384,4,1,0
27.071382,-3.129117,-8.822269,-2.924628,4,1,0
27.101137,-3.032138,-8.878509,-2.855777,4,1,0
27.145754,-3.014194,-8.886286,-2.850579,4,1,0
27.170534,-3.042954,-8.866599,-2.881164,5,0,0
27.205232,-3.172557,-8.820354,-2.883311,5,0,0
27.234987,-3.378363,-8.754019,-2.851502,5,0,0
27.269685,-3.681033,-8.646455,-2.80465,5,0,0
27.304384,-4.008801,-8.507137,-2.781257,5,0,0
27.334139,-4.329515,-8.353066,-2.767462,5,0,0
27.368837,-4.788368,-8.112698,-2.726335,5,0,0
27.403536,-5.284054,-7.830949,-2.63292,5,0,0
27.438234,-5.782974,-7.506633,-2.526838,5,0,0
27.472933,-6.267906,-7.139676,-2.432209,5,0,0
27.502687,-6.65191,-6.814348,-2.343929,5,0,0
27.537386,-7.050367,-6.434887,-2.249847,5,0,0
27.572084,-7.394618,-6.061675,-2.180132,5,0,0
27.601839,-7.653372,-5.754704,-2.118142,5,0,0
27.636537,-7.902165,-5.434624,-2.04888,5,0,0
27.671236,-8.122309,-5.12563,-1.983247,5,0,0
27.70099,-8.279722,-4.882454,-1.945528,5,0,0
27.735689,-8.421583,-4.64646,-1.914314,5,0,0
27.770387,-8.536339,-4.428725,-1.922127,5,0,0
27.805086,-8.636128,-4.21891,-1.948162,5,0,0
27.83484,-8.703022,-4.055177,-1.997549,5,0,0
27.869539,-8.747455,-3.899005,-2.111171,5,0,0
27.904237,-8.763577,-3.777087,-2.260659,5,0,0
27.938936,-8.770214,-3.672325,-2.403045,5,0,0
27.968691,-8.782005,-3.589848,-2.48327,5,0,0
28.00337,-8.765189,-3.53692,-2.615129,5,0,0
28.038069,-8.740296,-3.500528,-2.744226,5,0,0
28.067823,-8.715915,-3.464327,-2.865052,5,0,0
28.102522,-8.682154,-3.445515,-2.987619,5,0,0
28.13722,-8.650568,-3.422966,-3.102939,5,0,0
28.171919,-8.604916,-3.405259,-3.246056,5,0,0
28.201673,-8.577263,-3.401532,-3.322257,5,0,0
28.236372,-8.543189,-3.391698,-3.418706,5,0,0
28.27107,-8.514302,-3.383284,-3.498184,5,0,0
28.305769,-8.486158,-3.387053,-3.562337,5,0,0
28.335523,-8.479914,-3.39954,-3.565312,5,0,0
28.370222,-8.477943,-3.418235,-3.552097,5,0,0
28.40492,-8.487,-3.458601,-3.490869,5,0,0
28.434675,-8.483892,-3.50616,-3.450749,5,0,0
28.469373,-8.485377,-3.555237,-3.396455,5,0,0
28.504072,-8.476869,-3.619836,-3.349138,5,0,0
28.53877,-8.462299,-3.693962,-3.304754,5,0,0
28.568525,-8.445534,-3.782505,-3.246976,5,0,0
28.603224,-8.424101,-3.871568,-3.197301,5,0,0
28.637922,-8.403936,-3.950108,-3.154007,5,0,0
28.667677,-8.399039,-3.999,-3.105058,5,0,0
28.702375,-8.405494,-4.026334,-3.05181,5,0,0
28.742018,-8.417161,-4.041186,-2.999576,5,0,0
28.771772,-8.432172,-4.038394,-2.960929,5,0,0
28.801527,-8.439106,-4.037775,-2.941958,5,0,0
28.836225,-8.436839,-4.047631,-2.934907,5,0,0
28.870924,-8.418138,-4.084224,-2.93791,5,0,0
28.905653,-8.388218,-4.153738,-2.926005,5,0,0
28.935377,-8.350055,-4.239938,-2.911486,5,0,0
28.970075,-8.290129,-4.366784,-2.895205,5,0,0
29.004754,-8.225833,-4.502089,-2.871257,5,0,0
29.039452,-8.15273,-4.63752,-2.864202,5,0,0
29.069207,-8.082544,-4.754357,-2.871554,5,0,0
29.103905,-7.997442,-4.890088,-2.881875,5,0,0
29.138604,-7.918813,-5.009026,-2.894703,5,0,0
29.168359,-7.855222,-5.104459,-2.901248,5,0,0
29.203057,-7.789461,-5.196123,-2.915794,5,0,0
29.237756,-7.747416,-5.253898,-2.92427,5,0,0
29.272485,-7.724793,-5.276145,-2.943998,5,0,0
29.302209,-7.710844,-5.282831,-2.968471,5,0,0
29.331963,-7.699001,-5.286255,-2.993014,5,0,0
29.371606,-7.691957,-5.280658,-3.020877,5,0,0
29.40136,-7.696731,-5.263605,-3.038428,5,0,0
29.436059,-7.69929,-5.244786,-3.064377,5,0,0
29.470757,-7.69641,-5.242572,-3.075379,5,0,0
29.505456,-7.701765,-5.221225,-3.098206,5,0,0
29.53521,-7.729767,-5.165019,-3.122586,5,0,0
29.574853,-7.78222,-5.033559,-3.205867,5,0,0
29.604607,-7.830175,-4.890098,-3.309465,5,0,0
29.634362,-7.892742,-4.697846,-3.436874,5,0,0
29.669061,-7.982896,-4.439682,-3.56929,5,0,0
29.703759,-8.082587,-4.157686,-3.682754,5,0,0
29.738488,-8.178341,-3.883056,-3.770129,5,0,0
29.768212,-8.238809,-3.668765,-3.852198,5,0,0
29.802911,-8.280346,-3.444404,-3.968526,5,0,0
29.837609,-8.295229,-3.259575,-4.09165,5,0,0
29.867364,-8.312524,-3.108993,-4.172932,5,0,0
29.902062,-8.35213,-2.934253,-4.22011,5,0,0
29.936761,-8.398021,-2.761887,-4.245288,5,0,0
29.971459,-8.432741,-2.593841,-4.282302,5,0,0
30.00122,-8.455499,-2.448639,-4.322725,5,0,0
30.035918,-8.474223,-2.287286,-4.374143,5,0,0
30.070617,-8.484246,-2.104004,-4.44612,5,0,0
30.100371,-8.49787,-1.943298,-4.493,5,0,0
30.13507,-8.536389,-1.841304,-4.462836,5,0,0
30.169768,-8.573002,-1.840118,-4.392591,5,0,0
30.204467,-8.599637,-1.84539,-4.337974,5,0,0
30.239165,-8.617304,-1.859417,-4.29673,5,0,0
30.26892,-8.639665,-1.855743,-4.253194,5,0,0
30.303619,-8.685744,-1.857313,-4.157582,5,0,0
30.338317,-8.720075,-1.940522,-4.046223,5,0,0
30.368072,-8.735641,-2.06288,-3.950993,5,0,0
30.40277,-8.73784,-2.174518,-3.885726,5,0,0
30.437469,-8.748326,-2.24919,-3.819054,5,0,0
30.472198,-8.75793,-2.325826,-3.750524,5,0,0
30.501922,-8.761969,-2.351247,-3.725155,5,0,0
30.53662,-8.76387,-2.394821,-3.692786,5,0,0
30.576263,-8.774872,-2.454558,-3.626846,5,0,0
30.601073,-8.795207,-2.507137,-3.540601,5,0,0
30.640746,-8.789471,-2.665155,-3.437937,5,0,0
30.67047,-8.77069,-2.810436,-3.369523,5,0,0
30.705169,-8.753214,-2.995416,-3.253608,5,0,0
30.734923,-8.729063,-3.144814,-3.176608,5,0,0
30.769622,-8.727298,-3.29745,-3.022969,5,0,0
30.80432,-8.716316,-3.485142,-2.838462,5,0,0
30.834075,-8.731004,-3.584772,-2.663877,5,0,0
30.868774,-8.708583,-3.72434,-2.543054,5,0,0
30.903472,-8.685207,-3.786766,-2.530778,5,0,0
30.938201,-8.682497,-3.870831,-2.410014,5,0,0
30.967925,-8.704917,-3.901624,-2.275743,5,0,0
31.002612,-8.757181,-3.860534,-2.141336,5,0,0
31.03731,-8.831448,-3.78009,-1.973246,5,0,0
31.072009,-8.872971,-3.698887,-1.940582,5,0,0
31.101763,-8.919261,-3.600435,-1.913346,5,0,0
31.136462,-9.143743,-3.002559,-1.885165,5,0,0
31.176135,-9.358483,-1.332627,-2.61154,5,0,0
31.200915,-9.24666,0.323547,-3.251437,5,0,0
31.235613,-8.084642,2.939844,-4.708836,5,0,0
31.270312,-5.85557,5.365968,-5.752907,5,0,0
31.300066,-4.555944,6.551102,-5.701201,5,0,0
31.334765,-3.098923,5.465615,-7.530005,5,0,0
31.369463,-2.516834,3.91476,-8.632349,5,0,0
31.404192,-4.890552,2.537564,-8.112985,5,0,0
31.43886,-5.609624,1.343545,-7.93122,5,0,0
31.468615,-5.295747,0.546945,-8.236089,5,0,0
31.503314,-4.738271,-0.36552,-8.578603,5,0,0
31.538012,-5.063773,-1.06888,-8.330243,5,0,0
31.567767,-5.579876,-1.466887,-7.930352,5,0,0
31.602465,-5.681204,-1.953431,-7.751469,5,0,0
31.637164,-5.508888,-2.364989,-7.761201,5,0,0
31.671893,-5.514756,-2.647678,-7.665149,5,0,0
31.706561,-5.697587,-2.82884,-7.464075,5,0,0
31.736315,-5.867743,-2.91972,-7.295347,5,0,0
31.771044,-5.970133,-2.945598,-7.201264,5,0,0
31.805712,-6.019942,-3.108235,-7.090587,5,0,0
31.835467,-6.025076,-3.131145,-7.076131,5,0,0
31.870165,-6.036221,-3.187578,-7.041352,5,0,0
31.904864,-6.068368,-3.169087,-7.02204,5,0,0
31.934618,-6.066402,-3.18506,-7.01651,5,0,0
31.969317,-6.077913,-3.229006,-6.986397,5,0,0
32.003984,-6.099037,-3.293936,-6.937505,5,0,0
32.033739,-6.109221,-3.444896,-6.854733,5,0,0
32.068438,-6.138583,-3.731128,-6.676356,5,0,0
