time_tick,lac_X_value,lac_Y_value,lac_Z_value,Turn,Success
3.293254,-0.886196,-1.887883,1.601301,1,0
3.327983,0.457652,-1.706821,0.258595,1,0
3.362682,2.438983,-1.892448,1.480174,1,0
3.39738,0.092508,-1.464868,0.27268,1,0
3.432079,0.192174,-1.191681,0.192023,1,0
3.461833,0.475629,-0.935522,0.879496,1,0
3.496532,-0.447355,-0.748388,-0.238147,1,0
3.53123,0.202722,-0.292919,0.1268,1,0
3.560954,-0.735425,0.1398,0.012946,1,0
3.595683,-0.056071,-0.279194,0.15067,1,0
3.630382,0.453813,-0.473924,0.227505,1,0
3.660093,-0.221771,-0.121733,0.068274,1,0
3.694822,-0.202619,-0.144579,0.51582,1,0
3.72952,-0.143692,-0.429742,0.048901,1,0
3.764219,-0.54336,-0.378949,-0.483764,1,0
3.793973,-0.385332,-0.272578,-0.206102,1,0
3.828672,-0.339865,-0.223808,0.101229,1,0
3.86337,-0.909249,-0.132228,-0.213132,1,0
3.898069,-0.554385,-0.051659,-0.328399,1,0
3.927824,-0.309575,-0.210042,0.008148,1,0
3.962522,-0.581225,-0.359607,-0.519778,1,0
3.997221,-0.143005,-0.273271,-0.555153,1,0
4.026975,0.300946,-0.237884,-0.84649,1,0
4.061674,0.923405,-0.456534,-0.610306,1,0
4.096372,0.00443,-0.274197,-1.447277,1,0
4.131101,1.287911,-0.474387,-2.663422,1,0
4.160825,2.596718,-0.62507,-2.93176,1,0
4.195524,3.374546,-0.411515,-4.371008,1,0
4.230253,4.571704,-0.518111,-5.613994,1,0
4.264921,4.158584,-1.936709,-4.813152,1,0
4.294675,1.7524,-3.04521,-4.24132,1,0
4.329404,0.355693,-4.862803,-4.004453,1,0
4.364072,-2.036397,-5.512136,-1.556949,1,0
4.393827,-4.463362,-4.690689,-3.15018,1,0
4.428556,-5.238975,-4.678461,1.058179,1,0
4.463224,-4.604308,-1.638163,2.399796,1,0
4.497953,-3.015091,-0.549098,3.335273,1,0
4.527708,-2.818264,-2.263247,2.716874,1,0
4.562376,-2.888556,-4.277774,2.174767,1,0
4.597105,-0.647219,-0.461621,1.425224,1,0
4.631803,-0.940095,-1.393378,1.968962,1,0
4.661515,-0.784635,0.540418,0.8962,1,0
4.696244,-0.787022,0.624354,0.020352,1,0
4.730942,-1.128468,-1.06586,0.935432,1,0
4.760667,-0.541086,-0.796002,1.516089,1,0
4.795396,0.240861,-0.176782,1.711971,1,0
4.830094,0.723337,0.184953,1.11731,1,0
4.859818,0.063083,-0.261683,1.019861,1,0
4.894546,-1.018722,-0.216209,1.793988,1,0
4.929215,-1.059269,0.518261,0.920091,1,0
4.963944,-0.106299,0.083157,0.315889,1,0
4.993699,0.974609,-0.282239,0.032981,1,0
5.028367,1.743554,-0.540173,-0.307553,1,0
5.063095,2.063103,-0.478097,-0.616656,1,0
5.097793,1.701972,-0.103482,-0.820357,1,0
5.127519,1.170577,0.180346,-0.837205,1,0
5.162248,0.453505,-0.011863,-0.841582,1,0
5.196946,-0.158414,0.051734,-0.794208,1,0
5.226669,-0.649309,-0.016391,-0.612661,1,0
5.261399,-0.941642,-0.072734,-0.329111,1,0
5.296098,-0.633936,0.09169,-0.292988,1,0
5.330796,-0.036045,-0.042465,-0.467923,1,0
5.365495,0.165706,-0.178628,-0.676184,1,0
5.395249,0.512385,-0.158894,-0.503752,1,0
5.429948,0.501331,-0.051329,-0.532303,1,0
5.464646,0.445201,0.119156,-0.561291,1,0
5.494401,0.143549,0.14177,-0.694179,1,0
5.529099,-0.152787,-0.296475,-0.953777,1,0
5.563798,-0.186112,-0.400106,-0.820428,1,0
5.593553,0.057359,-0.355529,-0.5401,1,0
5.628251,0.209888,-0.146854,-0.048525,1,0
5.66294,0.558255,0.091087,-0.025049,1,0
5.697669,0.376126,0.063575,-0.341201,1,0
5.732336,0.361457,-0.003784,-0.358227,1,0
5.762091,0.530942,-0.095372,-0.385709,1,0
5.79682,0.374755,-0.058929,-0.261659,1,0
5.831488,0.375124,-0.331043,-0.160875,1,0
5.861243,0.264646,-0.08801,-0.043114,1,0
5.895972,0.287968,0.067456,0.10917,1,0
5.93064,0.170737,0.237314,0.048274,1,0
5.960394,0.13158,0.046841,-0.187743,1,0
5.995123,0.265721,0.001861,-0.125141,1,0
6.029791,0.216062,0.03596,-0.057626,1,0
6.06452,0.144363,0.096895,-0.021439,1,0
6.094275,0.103223,0.057143,-0.125498,1,0
6.128943,0.128571,-0.021084,-0.176224,1,0
6.163672,0.133937,0.028515,-0.149814,1,0
6.19837,0.12783,0.005472,-0.11908,1,0
6.228095,0.111108,0.071537,-0.127622,1,0
6.262824,0.205044,0.141449,-0.088706,1,0
6.297492,0.133285,0.121621,-0.169358,1,0
6.327246,-0.0052,0.016511,-0.207311,1,0
6.361975,0.052579,-0.000515,-0.26301,1,0
6.396643,0.121975,-0.080509,-0.082927,1,0
6.426398,0.184758,-0.230643,0.044685,1,0
6.461127,0.233535,-0.053771,0.237744,1,0
6.495795,0.12801,0.101611,0.308796,1,0
6.530524,-0.370149,0.197974,0.082175,1,0
6.565222,-0.672755,0.119736,0.033099,1,0
6.594946,-0.881515,0.097476,0.022288,1,0
6.629675,-0.608425,0.04535,0.094338,1,0
6.664366,-0.378803,0.065046,0.160272,1,0
6.69409,-0.246066,0.085609,0.141991,1,0
6.728819,-0.059445,0.119073,0.181381,1,0
6.763517,-0.041741,0.218609,0.123362,1,0
6.793242,-0.106701,0.002552,-0.009441,1,0
6.827971,-0.044436,-0.09369,-0.030596,1,0
6.862669,-0.041603,-0.060625,0.154784,1,0
6.897368,-0.230861,-0.006671,0.120917,1,0
6.932066,-0.303264,-0.016701,-0.062542,1,0
6.961821,-0.284794,0.039814,-0.114159,1,0
6.996519,-0.343084,0.159134,-0.071779,1,0
7.031218,-0.259098,0.116986,-0.085639,1,0
7.060972,-0.168319,0.142863,-0.046565,1,0
7.095671,-0.179517,0.05137,-0.057119,1,0
7.130369,-0.116801,-0.014524,-0.041446,1,0
7.160124,-0.02869,-0.059454,-0.096482,1,0
7.194822,0.175023,-0.096449,-0.107456,1,0
7.229521,0.325611,-0.08359,-0.12823,1,0
7.26425,0.307256,-0.014346,0.064397,1,0
7.293974,-0.036864,-0.222151,0.119127,1,0
7.328672,-0.346234,-0.196213,-0.047471,1,0
7.363401,-0.159716,-0.152889,-0.034632,1,0
7.398069,-0.099432,0.019331,-0.078753,1,0
7.427824,-0.004588,-0.061735,-0.050612,1,0
7.462553,-0.129101,-0.277762,0.002255,1,0
7.497221,-0.062839,-0.19163,-0.292299,1,0
7.526976,-0.378707,-0.429533,-0.108124,1,0
7.561705,-0.547123,0.119924,-0.10865,2,0
7.596373,-0.616037,0.250066,-0.42854,2,0
7.631102,-0.390229,0.141605,-0.856479,2,0
7.660856,-0.056303,0.092446,-0.783829,2,0
7.695512,-0.084253,-0.072337,-0.680263,2,0
7.730241,0.086541,0.083711,-0.094323,2,0
7.76494,-0.216991,-0.302195,-0.171273,2,0
7.794664,-0.156194,-0.153093,-0.360812,2,0
7.829393,0.0782,-0.219022,-0.188787,2,0
7.864061,-0.501876,-0.458387,-0.791776,2,0
7.893816,-0.212754,0.052372,-0.4558,2,0
7.928545,-0.209778,-0.064266,-0.565957,2,0
7.963212,0.136425,0.270217,-0.915717,2,0
7.997941,0.874901,0.049106,-0.461462,2,0
8.027696,1.574032,-0.514716,0.106979,2,0
8.062364,2.104992,-0.644721,0.082117,2,0
8.092119,2.675825,-0.753647,-0.180436,2,0
8.131792,3.098385,-0.974414,-0.007211,2,0
8.161516,4.14306,-1.342575,0.831378,2,0
8.196245,5.972838,-2.038765,0.591012,2,0
8.230943,2.738155,-0.672843,0.471977,2,0
8.260667,-1.696082,-1.428242,-2.513177,2,0
8.295396,-1.34709,0.486956,-2.795328,2,0
8.330095,0.814918,0.269591,-0.377329,2,0
8.359819,0.967225,-0.218807,0.623421,2,0
8.394548,0.126838,-1.501153,-0.202483,2,0
8.429246,-0.673725,-1.092118,-0.891043,2,0
8.463945,-1.389485,0.323889,-0.535305,2,0
8.498643,-1.053997,0.463022,-0.757198,2,0
8.528398,-1.400038,0.058759,-1.147001,2,0
8.563097,-1.494148,0.15161,-1.236663,2,0
8.597795,-0.840367,0.928705,-0.693449,2,0
8.62755,-0.971463,1.099927,-0.998408,2,0
8.662248,-1.468359,0.553365,-0.9513,2,0
8.69693,-0.850136,-0.38598,-0.686415,2,0
8.726684,-1.53073,-0.238695,0.205018,2,0
8.761383,-1.750236,0.196335,0.441387,2,0
8.796081,-2.571957,0.529357,-0.539362,2,0
8.83081,-1.662388,1.193076,-0.445863,2,0
8.860534,-1.319924,0.507876,-0.560348,2,0
8.895233,-0.624948,-0.284807,-0.458112,2,0
8.929962,0.315672,-0.435563,-0.499578,2,0
8.96463,0.413215,-0.896253,-0.294659,2,0
8.994384,0.691354,-0.178736,-0.479497,2,0
9.029113,0.660585,-0.603113,-0.339874,2,0
9.063781,1.006305,0.332002,-0.470784,2,0
9.093536,1.213377,-0.095546,-0.531949,2,0
9.128265,-0.798519,-0.287461,-0.200551,2,0
9.162933,-0.077046,-0.430535,-0.431442,2,0
9.197662,-0.476037,0.201601,-0.535825,2,0
9.232361,-0.170908,0.23172,-1.081266,2,0
9.262085,1.32026,-0.048208,-0.518363,2,0
9.296814,0.349181,-0.280916,0.088249,2,0
9.331512,0.304045,-0.178638,-0.363955,2,0
9.361236,0.186603,0.36087,-0.705572,2,0
9.395965,-0.810665,0.021967,-0.300557,2,0
9.430664,-0.801843,0.19802,-0.236418,2,0
9.460388,-0.607652,0.335684,-0.187704,2,0
9.495117,-0.641988,-0.181419,0.293858,2,0
9.529815,-1.19164,-0.269752,0.165412,2,0
9.564514,-0.868063,-0.052727,0.0471,2,0
9.594268,0.155369,-0.165411,0.144797,2,0
9.628936,0.945664,-0.027601,-0.281436,2,0
9.663665,1.155173,0.795874,-0.68182,2,0
9.693401,0.978651,1.266346,-0.653794,2,0
9.728069,0.646072,1.188412,-0.944167,2,0
9.762798,0.36688,0.26259,-0.325198,2,0
9.797497,-0.060396,-0.332753,-0.366095,2,0
9.827221,0.267789,-0.192532,-0.859567,2,0
9.866894,1.208576,0.882064,-0.439243,2,0
9.896648,1.689804,1.542121,-0.647612,2,0
9.926372,1.397036,1.443755,-1.084432,2,0
9.961101,1.318095,1.455963,-0.145318,2,0
9.9958,0.864166,2.200145,-0.847041,2,0
10.030498,-0.419563,-0.135903,-1.495778,2,0
10.065197,0.858255,-2.306564,-0.698601,2,0
10.094951,0.661602,-4.004315,0.506668,2,0
10.12965,-1.403458,-4.747322,1.869621,2,0
10.164348,-4.217424,-5.975175,3.384815,2,0
10.194103,-6.739222,-4.47699,4.678182,2,0
10.228801,-9.542819,-3.892558,6.255513,2,0
10.2635,-13.14583,-3.525396,5.279079,2,0
10.293255,-18.094564,-1.16567,9.276975,2,0
10.327953,-23.349967,-1.708711,4.50754,2,0
10.362652,-20.20291,-7.508096,-6.080961,2,0
10.397381,-13.691578,-21.779149,-5.6317,2,0
10.432049,-13.063826,-32.451309,-9.77277,2,0
10.461803,-6.980096,-33.176746,-32.457391,2,0
10.496532,82.424016,-3.038128,-39.595327,2,0
10.5312,5.519592,-8.165521,-2.979806,2,0
10.560955,-20.702016,-0.096999,-25.796391,2,0
10.595684,-7.221902,-2.227614,0.243683,2,0
10.630352,10.64482,-0.222029,2.186669,2,0
10.660106,5.645823,1.87202,-0.095772,2,0
10.694811,-3.703621,0.546687,2.03737,2,0
10.729479,-0.04925,-0.430172,5.630063,2,0
10.764208,-3.350257,-1.251852,4.150789,2,0
10.798907,-4.630676,-0.825332,1.60091,2,0
10.828631,-3.906336,-1.840881,1.843011,2,0
10.86336,-1.581408,-2.110037,0.998471,2,0
10.898058,0.370631,-1.058365,-0.401037,2,0
10.927783,0.765104,-1.0648,0.863449,2,0
10.962512,-0.103357,-1.4205,0.012005,2,0
10.99721,-0.417832,-1.493655,-0.490657,2,0
11.026934,-0.222561,-0.565823,-0.120239,2,0
11.061663,-0.832435,-0.224622,0.536642,2,0
11.096362,-1.11087,-0.253492,-0.070069,2,0
11.13106,-0.16429,0.021351,-0.738095,2,0
11.160815,0.127185,-0.149459,-0.303484,2,0
11.195513,0.053205,-0.050078,-0.10239,2,0
11.230212,-0.165035,-0.212433,-0.292153,2,0
11.26491,-0.50624,-0.35357,-0.334414,2,0
11.294665,-0.456672,-0.27705,-0.219562,2,0
11.329363,-0.393864,0.11919,0.087376,2,0
11.364062,-0.296136,0.050334,0.04398,2,0
11.393817,-0.271634,-0.180667,-0.173821,2,0
11.428515,0.16811,-0.32822,-0.195082,2,0
11.463214,0.374698,-0.294096,-0.409974,2,0
11.492968,0.783911,-0.356187,-0.502169,2,0
11.527667,2.074434,-0.464256,-0.930159,2,0
11.562365,2.53064,-0.418222,-1.72399,2,0
11.597064,2.730139,-1.111074,-2.440021,2,0
11.631762,2.737719,-1.325728,-2.311571,2,0
11.661517,1.764875,-0.757952,-2.934965,2,0
11.6962,1.705368,-1.756096,-2.280145,2,0
11.730899,2.337396,-1.766145,-1.353592,2,0
11.760653,2.460333,-1.054066,-3.091271,2,0
11.795352,-0.60812,-4.140057,-0.122291,2,0
11.83005,-1.154608,-2.107022,-3.24103,2,0
11.859805,-2.049843,-3.834046,-1.506659,2,0
11.894503,-3.660054,-4.164886,-0.43751,2,0
11.934176,-0.785229,-0.719861,-0.160274,2,0
11.963931,-2.401417,-2.875751,2.69405,2,0
11.998599,-2.438698,-2.174254,1.494182,2,0
12.028354,-1.907177,-0.953656,0.156485,2,0
12.063083,-2.023323,-1.437459,0.765135,2,0
12.097751,-2.105138,-0.767834,1.541537,2,0
12.127505,-1.161891,0.724885,1.89282,2,0
12.162234,-1.69634,-0.188254,2.571581,2,0
12.201876,-1.598106,-0.335871,2.49584,2,0
12.226657,-1.54535,0.859492,1.727187,2,0
12.261386,-3.428424,-0.616856,2.669025,2,0
12.296054,-3.891901,0.570643,1.145402,2,0
12.330783,-2.328167,0.094449,-0.218104,2,0
12.365481,-1.112058,-0.959501,-0.715764,2,0
12.395205,0.829934,-0.604795,-1.143387,2,0
12.429934,2.551478,0.142449,-1.224316,2,0
12.464633,2.947145,0.181224,-1.170374,2,0
12.494357,2.988235,0.070026,-0.982158,2,0
12.529086,2.095539,-0.396519,-1.051958,2,0
12.563784,1.031379,-0.544566,-0.662434,2,0
12.593509,0.039132,-0.367766,-0.282546,2,0
12.628238,-1.197814,-0.375549,-0.422855,2,0
12.662936,-2.063391,-0.232124,-0.288801,2,0
12.697648,-1.79066,0.226124,-0.464413,2,0
12.727402,-1.193732,0.27672,-0.752933,2,0
12.762101,-0.505235,0.239809,-1.03347,2,0
12.796799,0.213493,0.160312,-0.983873,2,0
12.831498,0.354489,-0.235983,-0.853345,2,0
12.861252,0.477235,-0.296264,-0.630791,2,0
12.895951,0.446709,-0.341689,-0.343205,2,0
12.930649,0.156544,-0.277809,-0.401194,2,0
12.960404,0.015074,-0.132738,-0.437978,2,0
12.995102,0.0448,0.077,-0.575958,2,0
13.029801,0.13346,0.088827,-0.605553,2,0
13.06453,0.199754,0.098574,-0.575234,2,0
13.094254,0.222279,0.03042,-0.557653,2,0
13.128952,0.30261,0.08127,-0.373385,2,0
13.163681,0.424516,-0.011491,-0.075009,2,0
13.198349,0.403527,-0.081471,0.132484,2,0
13.228104,0.271964,-0.17558,0.149057,2,0
13.262833,0.144771,-0.252227,0.0394,2,0
13.297501,0.357883,-0.14516,0.048857,2,0
13.327256,0.283198,-0.173286,0.189287,2,0
13.361985,0.117422,-0.103106,-0.013869,2,0
13.396653,0.142613,0.027481,-0.25549,2,0
13.426407,0.151711,0.094924,-0.18181,2,0
13.461136,-0.00086,0.048487,-0.137357,2,0
13.495804,0.043738,0.114737,-0.139746,2,0
13.530533,0.118144,0.049516,-0.159349,2,0
13.565232,0.095788,-0.034039,-0.092313,2,0
13.594956,0.041633,0.078037,-0.087127,2,0
13.629685,-0.06957,-0.01322,-0.118966,2,0
13.664383,-0.111254,0.036649,-0.190114,2,0
13.694095,-0.205076,0.036562,-0.170054,2,0
13.728824,-0.105309,0.082552,-0.211154,2,0
13.763522,-0.075363,0.038886,-0.252498,2,0
13.793246,-0.025601,-0.022986,-0.240796,2,0
13.827975,0.054541,-0.062328,-0.077714,2,0
13.862674,0.034716,-0.021445,-0.08322,2,0
13.897372,0.210796,0.076738,-0.137583,2,0
13.932071,-0.047124,-0.129468,0.028906,2,0
13.961825,-0.097774,-0.007215,0.101612,2,0
13.996524,0.035967,0.228209,0.175453,2,0
14.031222,-0.233184,-0.10561,0.104445,2,0
14.060977,-0.301288,-0.214598,-0.107264,2,0
14.095675,0.130652,-0.116695,0.010028,2,0
14.130373,0.255825,0.063984,0.064476,2,0
14.160128,0.204775,0.210494,0.024436,2,0
14.194827,0.098932,0.250075,-0.088256,2,0
14.229525,-0.104187,0.078321,-0.060165,2,0
14.264224,-0.3571,0.103013,-0.203948,2,0
14.293979,-0.093469,0.163005,-0.237329,2,0
14.328677,-0.076339,0.065137,-0.022214,2,0
14.363376,-0.084984,0.063707,0.003688,2,0
14.398074,0.006515,0.071425,-0.040803,2,0
14.427829,-0.207671,-0.181443,0.21891,2,0
14.462527,0.010181,0.293669,0.229398,2,0
14.497226,-0.163945,-0.098717,0.266687,2,0
14.52698,-0.481088,-0.430607,0.250991,2,0
14.561679,-0.440328,-0.154946,0.068981,3,1
14.596377,-0.193879,-0.068906,0.096778,3,1
14.631106,-0.081797,0.064561,0.150324,3,1
14.66083,0.033888,-0.054737,0.539576,3,1
14.6955,0.483781,-0.041494,0.558233,3,1
14.730229,0.418239,-0.184835,0.515147,3,1
14.764897,0.199359,-0.177726,-0.056768,3,1
14.794651,-0.257629,-0.326202,0.197135,3,1
14.82938,0.134227,-0.139243,0.322594,3,1
14.864048,0.101498,-0.025745,0.175521,3,1
14.893803,-0.66625,0.053693,0.152248,3,1
14.928532,-1.442053,0.345396,-0.554792,3,1
14.9632,-1.631621,-0.161762,-0.794,3,1
14.997929,-1.054564,-0.140163,-0.821592,3,1
15.027684,-0.188802,-0.310494,-1.316832,3,1
15.062352,0.541559,-0.441898,-1.928246,3,1
15.097081,1.28359,-0.198946,-2.072439,3,1
15.131779,2.161834,-0.85704,-1.742967,3,1
15.161503,3.642912,-1.72612,-1.231057,3,1
15.196232,4.434627,-0.905001,-1.723947,3,1
15.230931,5.063131,-0.487533,-3.034052,3,1
15.260655,3.826436,-1.66187,-1.844988,3,1
15.295384,0.806402,-2.553582,-0.200183,3,1
15.330082,-1.175505,-1.649682,-1.559213,3,1
15.359806,-1.783972,-2.03103,-0.961939,3,1
15.394535,-1.717231,-2.06104,1.244216,3,1
15.429234,-2.11159,-0.468092,0.748418,3,1
15.458958,-2.169464,-0.206132,-0.773201,3,1
15.498631,-1.660751,0.474417,-0.350331,3,1
15.528386,-2.291022,-0.642382,-0.058738,3,1
15.563084,-1.660808,-0.152523,0.094059,3,1
15.597783,-2.166913,-0.111456,-0.085822,3,1
15.627537,-2.746121,0.599726,-0.021428,3,1
15.662236,-3.431912,0.91047,-1.41814,3,1
15.696913,-1.916943,1.523878,-1.366133,3,1
15.726668,-1.202627,1.538445,-1.532648,3,1
15.761366,-0.257268,0.748374,-0.610425,3,1
15.796065,0.576055,-0.186696,-0.30646,3,1
15.830794,-0.060795,-1.262837,0.47743,3,1
15.865462,-0.26364,-0.803409,0.541822,3,1
15.895216,0.64507,-0.23994,0.779361,3,1
15.929945,0.313637,-0.652446,0.100056,3,1
15.964613,-0.01385,-0.347722,-0.437237,3,1
15.994368,-0.316779,0.152168,-0.801742,3,1
16.029097,0.387486,0.586616,-1.201195,3,1
16.063765,0.577155,0.539998,-1.395225,3,1
16.09352,1.0899,0.402843,-1.361817,3,1
16.128249,1.464026,-0.4461,-0.163605,3,1
16.162917,0.974399,0.230537,-0.465566,3,1
16.192671,0.516086,0.087823,-0.46933,3,1
16.2274,0.335169,-0.245213,0.208075,3,1
16.262068,1.11016,0.210106,0.266553,3,1
16.296797,0.683915,-0.091148,-0.315416,3,1
16.331496,0.399639,0.108177,-0.202231,3,1
16.36122,0.330805,0.53142,-0.334227,3,1
16.395949,0.297214,0.205718,0.004379,3,1
16.430647,0.054799,0.414515,0.145379,3,1
16.460371,-0.372607,-0.277921,-0.187796,3,1
16.4951,-0.042288,-0.058197,-0.122908,3,1
16.529799,-0.198928,0.55447,-0.182071,3,1
16.564497,-0.881584,0.391614,-0.263587,3,1
16.594252,-0.787144,1.165498,-0.435594,3,1
16.628951,-1.031766,1.423897,-0.229838,3,1
16.663649,-1.334688,1.87191,0.435985,3,1
16.698333,-0.868664,2.227765,-0.020956,3,1
16.728088,-0.548365,2.778394,-0.062791,3,1
16.762787,-0.310357,3.650802,-0.902465,3,1
16.797485,-0.011437,3.536039,-1.467325,3,1
16.82724,0.19038,1.697984,-0.021228,3,1
16.861938,-0.763386,-0.36581,0.472542,3,1
16.896637,-1.279168,-1.455122,0.373297,3,1
16.931335,-1.884485,-2.9978,1.49751,3,1
16.966034,-2.22207,-3.838667,1.828489,3,1
16.995788,-1.455631,-4.998207,1.982713,3,1
17.030487,-0.397559,-7.299638,3.010449,3,1
17.065185,-0.538051,-7.060348,2.40742,3,1
17.09494,-1.486676,-5.891084,2.663062,3,1
17.129638,-5.349437,-4.026709,4.249101,3,1
17.164337,-8.355973,-2.832238,4.739801,3,1
17.194092,-10.963787,-2.528648,6.528747,3,1
17.22879,-24.485013,-1.133418,7.931811,3,1
17.263489,-23.464837,-2.314129,-0.066236,3,1
17.293243,-17.822774,-11.982847,-6.110336,3,1
17.327942,-12.734874,-27.557454,-3.967029,3,1
17.36264,0.127146,-23.208884,-22.210925,3,1
17.397369,-2.277683,-14.75452,-59.468008,3,1
17.432037,61.570851,-16.74233,-17.79613,3,1
17.461792,7.069904,-8.846278,-7.62565,3,1
17.496521,-12.475967,-2.149547,-18.591859,3,1
17.531189,-7.359006,-0.965448,-11.32805,3,1
17.560943,2.09892,-2.373239,-1.695255,3,1
17.595672,7.513978,2.490078,4.763425,3,1
17.63034,0.455999,2.97538,4.482218,3,1
17.660095,-2.133094,3.937746,4.807203,3,1
17.694815,-0.728565,-0.432079,6.994149,3,1
17.729484,-2.725127,-2.098941,5.386487,3,1
17.764213,-2.355772,-2.765687,0.233196,3,1
17.793968,-0.83032,-4.210527,0.146361,3,1
17.828636,0.482582,-1.447536,-2.667723,3,1
17.863365,1.212374,-1.624547,2.614103,3,1
17.898062,0.93327,0.955944,-0.404975,3,1
17.927787,-0.13831,0.2756,0.79312,3,1
17.962516,-2.794854,-0.946198,0.168603,3,1
17.997215,-3.347439,-1.021665,-0.279406,3,1
18.026938,-2.616866,-0.721803,1.156366,3,1
18.061668,-1.316649,0.280205,0.119654,3,1
18.096366,-0.242791,0.358302,-0.289315,3,1
18.131065,0.054179,-0.205059,0.125937,3,1
18.165763,-0.125524,0.177823,-0.382637,3,1
18.195518,-0.583729,0.126047,-0.062031,3,1
18.230216,-0.890438,-0.069514,0.373106,3,1
18.264915,-0.795383,0.010879,0.097619,3,1
18.294669,-0.352053,0.271965,-0.117714,3,1
18.329368,0.118788,0.303016,-0.499923,3,1
18.364066,0.339266,-0.08752,-0.298651,3,1
18.393821,0.334264,-0.131741,-0.072168,3,1
18.42852,0.223048,0.047686,-0.572362,3,1
18.463218,0.703162,-0.070867,-1.014238,3,1
18.492973,1.535586,-0.111913,-1.690483,3,1
18.527671,2.357307,-0.10318,-2.8714,3,1
18.562369,2.821893,-0.123664,-3.657625,3,1
18.597099,1.790682,-1.231294,-2.385807,3,1
18.631767,0.650084,-0.990831,-2.700237,3,1
18.661521,1.155976,-0.742467,-1.907395,3,1
18.696247,1.432794,-0.134801,-0.557084,3,1
18.730915,1.255478,0.040057,-2.220205,3,1
18.76067,-0.602395,-2.923201,0.183177,3,1
18.795399,-2.564575,-1.863052,-1.1799,3,1
18.830067,-2.258526,-1.147166,0.46975,3,1
18.864796,-0.458689,-0.994245,-0.118153,3,1
18.894551,-0.591805,-2.623366,0.1351,3,1
18.929218,-0.460905,-3.280659,0.399818,3,1
18.963947,-0.81636,-1.817808,0.19723,3,1
18.998615,-1.606266,-1.227712,-0.048905,3,1
19.02837,-1.778855,-0.757476,-0.138687,3,1
19.063099,-1.596282,-1.513489,0.149465,3,1
19.097767,-1.003419,-0.375772,0.130883,3,1
19.127522,-0.929772,0.041797,-0.379681,3,1
19.162251,-1.374007,-0.216054,-0.423858,3,1
19.196919,-1.652364,0.009778,0.529184,3,1
19.226673,-2.130976,0.028966,1.266947,3,1
19.261402,-1.265472,-0.132194,1.424048,3,1
19.29607,-0.177639,-0.191623,1.363244,3,1
19.330799,0.723242,-0.222448,1.286617,3,1
19.365498,1.116999,-0.050378,1.179191,3,1
19.395222,0.933314,-0.073986,0.782983,3,1
19.429951,0.107607,-0.147039,-0.141776,3,1
19.464649,-0.003869,-0.686379,-0.667854,3,1
19.494374,0.165056,-0.514059,-0.620425,3,1
19.529103,0.255184,0.315522,-0.700806,3,1
19.563801,0.511137,0.8231,-0.828133,3,1
19.593525,0.672596,0.667593,-0.78814,3,1
19.628254,0.429153,0.137257,-0.553662,3,1
19.662953,0.137257,-0.215331,-0.397549,3,1
19.697645,-0.055948,-0.594721,-0.330007,3,1
19.732344,0.262736,-0.202787,-0.35869,3,1
19.762098,0.411571,0.195677,-0.404001,3,1
19.796797,0.024522,0.415241,-0.52158,3,1
19.831495,-0.302184,0.339496,-0.587662,3,1
19.86125,-0.375962,0.203796,-0.510009,3,1
19.895948,-0.039807,0.00651,-0.380484,3,1
19.930647,0.161,0.024834,-0.331813,3,1
19.960401,0.496297,-0.086877,-0.245924,3,1
19.9951,0.655937,-0.065235,-0.272643,3,1
20.029798,0.488173,-0.069279,-0.291749,3,1
20.064527,0.15771,-0.091633,-0.413159,3,1
20.094252,0.011019,0.000011,-0.341689,3,1
20.12895,-0.027552,0.001144,-0.210093,3,1
20.163679,0.026361,-0.080587,-0.172775,3,1
20.198347,0.0001,-0.026599,-0.253621,3,1
20.228102,0.010517,0.019243,-0.203824,3,1
20.262831,0.250661,-0.12129,-0.071151,3,1
20.297499,0.335318,-0.023685,0.050804,3,1
20.327253,0.226802,-0.070241,0.077435,3,1
20.361982,0.200916,-0.143659,-0.053114,3,1
20.39665,0.216464,-0.141618,-0.033507,3,1
20.426405,0.158473,-0.133784,0.096168,3,1
20.461134,0.071605,-0.163251,0.065062,3,1
20.495802,0.122792,-0.138736,-0.109487,3,1
20.530531,0.159876,-0.141086,-0.147678,3,1
20.565229,0.348814,-0.078411,-0.253214,3,1
20.594953,0.681877,0.024715,-0.116796,3,1
20.629682,0.094749,-0.254282,0.283827,3,1
20.664381,-0.009603,-0.030799,-0.173321,4,1
20.69409,0.472845,-0.161374,0.12173,4,1
20.728819,-0.370075,-0.479608,0.694757,4,1
20.763518,-0.222159,0.300484,0.049291,4,1
20.793242,-0.635686,-0.453778,0.566089,4,1
20.827971,-0.884772,0.198442,0.666264,4,1
20.862669,-0.606377,0.38707,0.460917,4,1
20.897368,-0.704848,-0.29982,0.344056,4,1
20.927122,-0.622549,-0.061796,-0.305697,4,1
20.96179,-0.531354,0.166704,-0.369407,4,1
20.996519,-0.254074,0.485891,-0.573525,4,1
21.031218,-0.281638,0.092084,-0.433494,4,1
21.060942,-0.38082,0.450528,-0.303099,4,1
21.095671,-0.030117,1.175064,-0.123585,4,1
21.130369,-0.161468,0.773619,-0.350294,4,1
21.160093,-0.405051,0.364553,-0.783727,4,1
21.194822,0.61157,0.163055,-0.617314,4,1
21.229521,1.482495,0.362494,-1.001854,4,1
21.264219,1.929693,0.620812,-1.288245,4,1
