time_tick,lac_X_value,lac_Y_value,lac_Z_value,Turn,Success,Hoop
6.475075,-0.077796,-0.00865,0.074237,1,0,0
6.509743,0.157559,-0.08526,-0.007808,1,0,0
6.544472,0.358506,-0.110677,-0.082259,1,0,0
6.574196,0.460392,-0.073265,-0.094482,1,0,0
6.608895,0.316295,-0.035337,-0.244421,1,0,0
6.64358,0.071647,-0.002626,-0.353459,1,0,0
6.678279,-0.349862,0.012288,-0.369122,1,0,0
6.708003,-0.717821,0.013288,-0.429463,1,0,0
6.742732,-0.957221,-0.02517,-0.431777,1,0,0
6.7774,-0.880496,0.022919,-0.302758,1,0,0
6.807155,-0.718049,-0.01812,-0.233006,1,0,0
6.841853,-0.589984,0.009924,-0.182142,1,0,0
6.876552,-0.291104,0.053421,0.074863,1,0,0
6.91125,-0.258001,-0.063144,0.063612,1,0,0
6.945949,-0.39435,-0.147605,0.079718,1,0,0
6.975703,-0.454392,-0.082996,0.058571,1,0,0
7.010402,-0.446555,-0.052931,-0.082708,1,0,0
7.0451,-0.313321,-0.052098,-0.170482,1,0,0
7.074824,-0.240418,-0.019052,-0.140945,1,0,0
7.109553,-0.128681,0.080038,-0.086996,1,0,0
7.144221,0.104525,0.023699,-0.003184,1,0,0
7.183894,0.267033,0.01971,0.036734,1,0,0
7.208674,0.242412,0.058197,-0.037317,1,0,0
7.243373,0.201509,0.07976,-0.123143,1,0,0
7.278071,0.178126,-0.004578,-0.195857,1,0,0
7.31277,0.37294,0.228851,-0.046362,1,0,0
7.342525,0.444264,0.200893,0.054533,1,0,0
7.377223,0.255251,0.114088,0.052179,1,0,0
7.411922,0.219438,0.136525,0.063078,1,0,0
7.441646,0.17906,0.022936,0.034261,1,0,0
7.476375,0.094121,-0.068695,-0.010223,1,0,0
7.511043,0.093363,-0.008897,0.020634,1,0,0
7.545772,0.023148,0.043905,-0.052694,1,0,0
7.575496,0.003248,0.106314,-0.03559,1,0,0
7.610194,-0.098884,0.089543,0.028816,1,0,0
7.649818,-0.292165,-0.117929,-0.030597,1,0,0
7.679572,-0.183846,-0.045169,0.00708,1,0,0
7.709327,-0.129669,-0.034475,0.048234,1,0,0
7.744025,-0.283372,-0.0928,0.297819,1,0,0
7.778724,-0.417115,-0.05132,0.239119,1,0,0
7.808448,-0.295372,-0.19621,-0.07811,1,0,0
7.843177,-0.013706,-0.069941,-0.317742,1,0,0
7.877845,0.174921,0.053796,-0.34323,1,0,0
7.9076,0.104021,0.105928,-0.199424,1,0,0
7.942298,-0.11946,0.135823,-0.08816,1,0,0
7.976997,-0.291805,-0.053065,-0.173243,1,0,0
8.011695,-0.1428,-0.037852,-0.11084,1,0,0
8.04145,0.002852,-0.014031,-0.041583,1,0,0
8.076118,0.102558,0.108978,-0.031361,1,0,0
8.11579,0.04106,0.076273,-0.117338,1,0,0
8.145515,0.069384,0.097016,-0.053504,1,0,0
8.175269,0.053637,0.151283,0.028825,1,0,0
8.209998,-0.017818,-0.003909,0.004938,1,0,0
8.244666,-0.098861,-0.09848,-0.059571,1,0,0
8.274421,-0.103032,0.062309,0.022024,1,0,0
8.309119,-0.066848,0.152162,-0.040711,1,0,0
8.343818,-0.014182,0.08933,-0.216663,1,0,0
8.378516,0.1338,-0.018211,-0.21588,1,0,0
8.408271,0.24625,0.066051,-0.041511,1,0,0
8.442939,0.240665,0.091137,0.055108,1,0,0
8.477668,0.161245,0.047593,0.001807,1,0,0
8.512336,0.169708,-0.048263,-0.058166,1,0,0
8.542091,0.191406,0.003436,-0.067583,1,0,0
8.57682,0.190021,0.069222,-0.061366,1,0,0
8.611487,0.020262,0.044264,-0.061732,1,0,0
8.641227,0.021656,0.125096,-0.085196,1,0,0
8.675926,0.015359,-0.042704,-0.061523,1,0,0
8.710624,0.003137,0.047294,0.042055,1,0,0
8.745323,-0.049608,0.114184,0.078276,1,0,0
8.775077,-0.061741,0.078291,-0.050456,1,0,0
8.809745,0.059962,0.039926,-0.060893,1,0,0
8.844474,0.04147,0.019785,-0.023373,1,0,0
8.879142,0.008092,0.073522,0.011732,1,0,0
8.908897,0.003006,0.082985,0.040425,1,0,0
8.943595,-0.07961,-0.047709,-0.014035,1,0,0
8.978294,0.011523,0.030314,0.024877,1,0,0
9.013023,0.037509,0.111373,0.038553,1,0,0
9.042747,-0.040908,0.070798,-0.01772,1,0,0
9.077445,-0.161831,-0.055155,-0.037482,1,0,0
9.10717,-0.120381,0.013392,0.033165,1,0,0
9.141899,-0.007726,0.092771,0.091583,1,0,0
9.176566,-0.007944,0.172984,0.015069,1,0,0
9.211295,-0.104473,0.021863,-0.058348,1,0,0
9.24102,-0.091536,-0.035426,-0.018986,1,0,0
9.275718,-0.078084,0.041458,0.112287,1,0,0
9.310417,-0.119446,0.116922,0.037042,1,0,0
9.345115,-0.054769,0.030701,-0.045926,1,0,0
9.37487,-0.033471,0.026202,0.005447,1,0,0
9.409568,-0.106371,-0.001243,0.067583,1,0,0
9.444267,-0.018252,0.099421,0.049412,1,0,0
9.473991,0.032493,0.060611,0.004341,1,0,0
9.50872,0.032429,0.003458,0.012124,1,0,0
9.543388,-0.046535,-0.008177,0.063472,1,0,0
9.578117,-0.097945,0.06594,0.09476,1,0,0
9.612785,-0.051415,0.080957,0.061663,1,0,0
9.642525,-0.001594,0.039995,0.057693,1,0,0
9.677224,-0.044237,-0.218299,0.028071,1,0,0
9.711922,0.025008,-0.082038,0.116998,1,0,0
9.741646,-0.074489,0.085805,0.109509,1,0,0
9.776375,-0.157738,0.090557,-0.069262,1,0,0
9.811074,-0.173511,0.039603,-0.133981,1,0,0
9.840798,-0.118372,0.059337,-0.12707,1,0,0
9.875527,-0.011707,0.177434,-0.08516,1,0,0
9.910195,0.06564,0.22304,0.069867,1,0,0
9.944924,0.135407,0.260948,0.13197,1,0,0
9.979592,0.384245,0.082168,0.064465,1,0,0
10.009347,0.340371,0.060387,0.113662,1,0,0
10.044045,0.370534,0.097154,0.140137,1,0,0
10.078744,0.106241,-0.160694,-0.024282,1,0,0
10.108468,0.085992,-0.112578,-0.063263,1,0,0
10.143197,0.280843,-0.102087,0.109237,1,0,0
10.177865,0.218238,-0.221099,0.125546,1,0,0
10.207619,0.114697,-0.093993,0.019979,1,0,0
10.247292,0.161236,0.124479,-0.122146,1,0,0
10.281991,0.145029,0.050472,-0.218515,1,0,0
10.306771,0.041652,-0.001306,-0.179863,1,0,0
10.346413,0.118446,-0.004763,-0.095858,1,0,0
10.376168,0.18888,0.10917,-0.034056,1,0,0
10.410866,0.164037,0.206886,-0.002548,1,0,0
10.445565,0.012682,-0.226283,0.186996,1,0,0
10.475289,-0.052636,-0.146716,0.164796,1,0,0
10.510018,-0.305918,0.021756,-0.039319,1,0,0
10.544686,-0.165653,0.133468,0.14069,1,0,0
10.574441,0.195144,-0.018832,0.204188,1,0,0
10.60917,0.319617,-0.021058,0.085856,1,0,0
10.643822,0.117998,-0.071693,0.089786,1,0,0
10.678551,0.095958,-0.192736,0.001515,1,0,0
10.713219,0.160214,0.013472,-0.416882,1,0,0
10.742973,0.353827,-0.293709,-0.273605,1,0,0
10.777672,0.594536,0.21453,-0.415163,1,0,0
10.81237,0.463155,0.010407,-0.569289,1,0,0
10.842094,0.51961,0.015823,-0.327539,1,0,0
10.876823,0.555758,-0.018303,-0.195562,1,0,0
10.911491,0.159945,-0.343731,0.105076,1,0,0
10.941246,-0.052547,-0.052705,-0.20708,1,0,0
10.975944,-0.113148,-0.063817,-0.225377,1,0,0
11.010643,-0.026421,-0.158108,-0.011103,1,0,0
11.045341,0.126278,0.163858,-0.160495,1,0,0
11.075096,-0.113276,0.2568,-0.005707,1,0,0
11.109795,-0.277465,0.27389,-0.266596,1,0,0
11.144493,-0.210157,0.216105,-0.274054,1,0,0
11.179192,-0.178599,0.155917,-0.115437,1,0,0
11.208916,-0.113341,0.115674,-0.017556,1,0,0
11.243645,0.028308,-0.010184,-0.157849,1,0,0
11.278313,0.17153,-0.142315,-0.209332,1,0,0
11.308067,0.400353,-0.183093,0.036548,1,0,0
11.342766,0.766653,-0.105104,-0.325953,1,0,0
11.377464,1.403527,0.215505,0.090925,1,0,0
11.407219,1.34568,0.35107,0.894978,1,0,0
11.441917,0.858425,0.196546,0.078548,1,0,0
11.476616,-0.28244,0.275214,-1.052874,1,0,0
11.511314,2.80234,-0.470426,0.886018,1,0,0
11.546013,0.227865,-0.485956,1.599835,1,0,0
11.575737,-1.969627,-0.403639,-0.373775,1,0,0
11.610466,-2.266608,0.244893,-1.325421,1,0,0
11.645136,-1.983815,0.300841,-0.620715,1,0,0
11.674891,-1.088577,-0.029433,-0.232,1,0,0
11.709589,-1.080881,0.15263,-0.009655,1,0,0
11.744288,-0.993616,0.256031,-0.419756,1,0,0
11.778986,-0.8294,0.641438,-0.397157,1,0,0
11.808741,-0.520354,0.288778,-0.348501,2,0,0
11.843439,-0.044933,-0.053969,-0.266196,2,0,0
11.878138,0.133725,0.065713,-0.271435,2,0,0
11.912836,0.088481,-0.240888,-0.300438,2,0,0
11.94256,-0.007347,-0.193453,-0.054425,2,0,0
11.977289,-0.346212,-0.098723,-0.083729,2,0,0
12.011957,-0.416228,-0.21384,0.132008,2,0,0
12.041712,-0.332091,-0.257562,0.35723,2,0,0
12.07641,-0.563215,-0.142564,0.372191,2,0,0
12.111109,-0.431975,-0.215676,0.38463,2,0,0
12.140833,-0.048107,0.050634,0.425744,2,0,0
12.175562,0.258451,0.341519,0.396396,2,0,0
12.21023,0.62312,0.174408,0.091117,2,0,0
12.244959,0.975003,0.03222,-0.027825,2,0,0
12.274714,0.817938,-0.07721,0.091971,2,0,0
12.309382,0.335247,-0.103943,0.261013,2,0,0
12.344111,0.037622,0.303343,0.364508,2,0,0
12.378778,-0.203841,0.663638,0.150401,2,0,0
12.408533,-0.014501,0.561091,-0.071024,2,0,0
12.443232,0.042751,0.190108,-0.399818,2,0,0
12.47793,0.09072,0.558442,-0.586628,2,0,0
12.507654,0.490091,0.663294,-0.251216,2,0,0
12.542383,0.35776,0.205364,0.094454,2,0,0
12.577051,-0.269075,-0.325559,0.082296,2,0,0
12.606806,-0.527023,-0.468634,0.404242,2,0,0
12.641516,-0.677709,-0.288563,0.548899,2,0,0
12.676184,-0.774178,-0.151075,0.280634,2,0,0
12.710913,-0.680956,-0.399906,0.243396,2,0,0
12.745581,-0.339378,-0.23551,-0.012161,2,0,0
12.775335,-0.119329,0.038832,-0.176451,2,0,0
12.810034,0.204321,-0.382669,0.422484,2,0,0
12.844732,-0.021037,-0.131897,0.116522,2,0,0
12.879431,-0.237624,0.191703,-0.348655,2,0,0
12.909186,-0.106238,0.04324,-0.005411,2,0,0
12.943853,-0.366496,0.081529,0.052152,2,0,0
12.978582,-0.943912,-0.160123,-0.239632,2,0,0
13.01325,-0.791098,-1.041836,0.220823,2,0,0
13.043005,-0.855231,-0.850743,0.142537,2,0,0
13.077704,-0.980886,-0.318339,0.057191,2,0,0
13.112402,-0.630444,-0.18066,-0.205201,2,0,0
13.142157,-0.11351,-0.500133,0.193318,2,0,0
13.176855,0.26763,-0.46949,0.165296,2,0,0
13.211554,0.46083,-0.267536,0.428617,2,0,0
13.241278,0.195585,-0.337836,0.768123,2,0,0
13.276007,2.022457,-0.885222,1.626498,2,0,0
13.310675,2.548913,-0.733819,2.536494,2,0,0
13.340429,0.912774,-0.35045,1.704992,2,0,0
13.375128,1.154062,-0.013151,-0.436429,2,0,0
13.409826,1.870936,0.992688,-1.972611,2,0,0
13.449469,1.118736,0.878406,-0.787287,2,0,0
13.479223,0.313302,-0.144415,-0.924127,2,0,0
13.508978,-0.090898,-0.17216,-0.743842,2,0,0
13.543676,-0.347004,0.211535,-0.191858,2,0,0
13.578375,0.975062,-0.07592,0.457259,2,0,0
13.608099,0.125045,-0.325734,0.49197,2,0,0
13.642797,0.820919,0.022648,1.583797,2,0,0
13.677465,0.286464,-0.965677,1.125337,2,0,0
13.717138,-0.400272,-0.138007,0.137237,2,0,0
13.741918,-0.006065,0.223015,-0.154452,2,0,0
13.776617,0.14339,0.575846,-0.786884,2,0,0
13.811315,0.208131,1.32829,-1.07494,2,0,0
13.846014,0.361437,0.76106,-1.132935,2,0,0
13.875768,-0.167524,1.322459,-1.210742,2,0,0
13.910467,-0.789703,1.280355,-1.616011,2,0,0
13.945165,-0.733694,1.823262,-0.739879,2,0,0
13.979864,-1.378103,0.449245,0.200712,2,0,0
14.009618,-4.019125,0.18796,0.73186,2,0,0
14.044286,-5.43062,-1.15494,1.708118,2,0,0
14.074041,-7.761211,-2.080188,4.467116,2,0,0
14.108739,-15.501264,-4.678453,6.6774,2,0,0
14.143438,-21.3901,-11.999017,5.514581,2,0,0
14.178136,-9.690373,-11.909501,-3.885847,2,0,0
14.212835,-0.447928,-10.79583,-6.199026,2,0,0
14.242559,-4.287171,-9.092325,-11.563096,2,0,0
14.277288,0.246212,-11.54673,-4.60015,2,0,0
14.311987,53.447124,-22.889333,10.77587,2,0,0
14.341711,17.896178,-7.440369,1.202441,2,0,0
14.37644,1.385341,3.744674,-7.110116,2,0,0
14.411108,10.08025,-3.258528,1.64912,2,0,0
14.440862,7.890808,-3.466155,3.231423,2,0,0
14.475561,3.001514,-1.280596,0.427924,2,0,0
14.510259,-1.2335,-2.039322,0.469773,2,0,0
14.544958,-3.533062,-1.398456,1.403561,2,0,0
14.574712,-2.294221,-2.307799,0.755805,2,0,0
14.60938,-1.877297,-5.368505,0.151575,2,0,0
14.644092,-0.89237,-2.749092,-0.246526,2,0,0
14.67876,-0.61341,-2.28348,0.067865,2,0,0
14.708515,-0.336351,-3.545613,0.877779,2,0,0
14.743244,-2.530074,-2.214196,-0.454358,2,0,0
14.777912,-4.753745,-1.151903,-3.422659,2,0,0
14.807667,-3.399898,0.196009,-3.594832,2,0,0
14.842365,-1.782409,0.90648,-3.107954,2,0,0
14.877064,0.374343,1.646673,-2.362691,2,0,0
14.911762,1.13624,2.14576,-1.458992,2,0,0
14.941517,1.198007,0.83306,-1.865724,2,0,0
14.976185,0.78538,0.972577,-0.672733,2,0,0
15.010914,0.502877,0.616658,0.497612,2,0,0
15.045582,0.071398,-0.023097,1.596137,2,0,0
15.075336,-0.318753,-0.976733,2.006596,2,0,0
15.110065,-0.076546,-2.295214,2.260644,2,0,0
15.144733,0.365903,-2.386981,2.20377,2,0,0
15.179462,0.817891,-1.996844,1.60971,2,0,0
15.209186,1.656437,-1.251978,0.442313,2,0,0
15.243885,2.557902,-0.842561,-0.052725,2,0,0
15.283527,2.354926,-0.739176,-0.101223,2,0,0
15.308338,1.90211,0.01174,0.170316,2,0,0
15.343006,0.8625,0.95496,0.08637,2,0,0
15.377735,0.149219,0.392446,0.031341,2,0,0
15.412403,-0.373584,-0.540258,0.257194,2,0,0
15.442158,-0.60479,-0.444345,0.535846,2,0,0
15.476856,-1.190039,-0.038493,0.478753,2,0,0
15.511554,-1.419622,0.398148,0.074575,2,0,0
15.541309,-1.241055,0.488958,-0.017109,2,0,0
15.576008,-0.65428,0.213376,-0.045946,2,0,0
15.605762,-0.062713,-0.296433,0.405043,2,0,0
15.6454,1.005089,-1.064869,1.233912,2,0,0
15.675154,-0.423526,-0.90163,0.457,2,0,0
15.709822,-0.907629,0.217197,-0.268899,2,0,0
15.744551,-0.817923,0.532557,-0.714253,2,0,0
15.779219,-0.783651,0.52266,-0.779713,2,0,0
15.808974,-0.806046,0.771931,-0.704948,2,0,0
15.843672,-1.064974,0.595497,-0.834647,2,0,0
15.878371,-0.858528,0.389358,-0.477116,2,0,0
15.908125,-0.416475,0.183911,-0.302025,2,0,0
15.942824,-0.129724,0.057018,0.202202,2,0,0
15.977522,-0.019684,-0.190546,0.614736,2,0,0
16.007247,-0.184062,-0.366554,0.669704,2,0,0
16.041976,-0.247386,-0.086567,0.646552,2,0,0
16.076643,-0.433525,-0.206279,0.271983,2,0,0
16.111372,-0.354812,-0.018275,-0.138654,2,0,0
16.14604,0.079129,0.301184,-0.366573,2,0,0
16.175795,0.30221,0.376768,-0.262073,2,0,0
16.210494,0.321816,0.274268,-0.204488,2,0,0
16.245192,0.283819,0.239807,0.077816,2,0,0
16.274947,0.266962,0.278847,-0.00415,2,0,0
16.309645,0.530375,0.180615,0.076725,2,0,0
16.344344,0.820561,-0.211816,0.161703,2,0,0
16.379042,0.82349,-0.171683,0.218788,2,0,0
16.408797,0.559154,-0.120528,0.05022,2,0,0
16.443465,0.271204,0.011221,0.028552,2,0,0
16.478194,0.181078,-0.041509,0.093235,2,0,0
16.512862,-0.081703,0.078681,0.054681,2,0,0
16.542616,-0.200257,-0.007803,-0.060209,2,0,0
16.577315,-0.135712,0.063483,-0.137185,2,0,0
16.612013,0.066339,-0.067012,0.027588,2,0,0
16.641737,-0.001036,-0.156136,0.026699,2,0,0
16.67645,-0.061314,-0.020696,-0.088899,2,0,0
16.711149,-0.099385,0.047588,-0.26188,2,0,0
16.745847,-0.116479,-0.078066,-0.373722,2,0,0
16.775602,-0.098556,-0.083943,-0.340365,2,0,0
16.81027,-0.220465,-0.065227,-0.202359,2,0,0
