time_tick,grv_X_value,grv_Y_value,grv_Z_value,Turn,Success
17.362284,-6.06494,-6.154281,-4.638811,3,0
17.397318,-5.891807,-6.262779,-4.716086,3,0
17.432322,-5.743323,-6.350439,-4.781572,3,0
17.462321,-5.608609,-6.386352,-4.892367,3,0
17.497324,-5.318909,-6.448279,-5.128952,3,0
17.532328,-4.871072,-6.475843,-5.52389,3,0
17.562357,-4.361468,-6.478035,-5.932108,3,0
17.597361,-3.694516,-6.453519,-6.393739,3,0
17.632365,-2.97007,-6.408599,-6.803366,3,0
17.662363,-2.290749,-6.350436,-7.113486,3,0
17.697353,-1.511358,-6.302223,-7.360369,3,0
17.732357,-0.923581,-6.273413,-7.481212,3,0
17.767391,-0.556246,-6.26513,-7.52436,3,0
17.79739,-0.495037,-6.278789,-7.517247,3,0
17.832393,-0.601997,-6.32798,-7.468033,3,0
17.867397,-0.719179,-6.382486,-7.411066,3,0
17.897396,-0.81177,-6.431774,-7.358707,3,0
17.932399,-0.969117,-6.412111,-7.356827,3,0
17.962429,-1.205239,-6.355978,-7.37063,3,0
17.997432,-1.783961,-6.269397,-7.327305,3,0
18.032436,-2.666489,-6.013384,-7.273672,3,0
18.062435,-3.718315,-5.418644,-7.279401,3,0
18.097439,-5.206977,-4.085696,-7.236832,3,0
18.132473,-6.246988,-2.456076,-7.149831,3,0
18.162471,-6.900772,-0.683024,-6.934701,3,0
18.197475,-6.770417,1.631271,-6.904901,3,0
18.232479,-5.431688,2.830182,-7.659248,3,0
18.267482,-5.309094,3.084487,-7.647007,3,0
18.297512,-5.226206,2.947911,-7.757179,3,0
18.332515,-4.969058,2.654115,-8.027539,3,0
18.362514,-4.768438,2.332507,-8.246129,3,0
18.397518,-4.917586,2.113428,-8.217544,3,0
18.432522,-5.433171,1.817177,-7.959633,3,0
18.467525,-5.997486,1.35537,-7.640052,3,0
18.497555,-6.623611,0.676687,-7.200494,3,0
18.532558,-6.946705,-0.215448,-6.919113,3,0
18.562557,-6.975217,-1.118587,-6.802378,3,0
18.597561,-6.815102,-2.214298,-6.69541,3,0
18.632564,-6.602876,-3.301127,-6.456148,3,0
18.662594,-6.404519,-4.228566,-6.105622,3,0
18.697589,-6.120329,-5.215047,-5.614456,3,0
18.732593,-5.763065,-6.055608,-5.127761,3,0
18.762592,-5.427669,-6.631098,-4.769297,3,0
18.797595,-5.086803,-7.12119,-4.426098,3,0
18.83263,-4.901287,-7.535695,-3.920197,3,0
18.862628,-4.748231,-7.899051,-3.352096,3,0
18.897632,-4.440104,-8.28422,-2.799006,3,0
18.932636,-3.932305,-8.621109,-2.527983,3,0
18.962634,-3.46361,-8.81643,-2.539926,3,0
18.997669,-3.059254,-8.921653,-2.687439,3,0
19.032672,-2.801153,-8.963697,-2.825409,3,0
19.062671,-2.755769,-8.96778,-2.856906,3,0
19.097675,-2.929042,-8.937252,-2.779115,3,0
19.132678,-3.158033,-8.901673,-2.638995,3,0
19.162677,-3.290394,-8.879631,-2.550043,3,0
19.197711,-3.346767,-8.862233,-2.537168,3,0
19.232715,-3.361011,-8.849381,-2.563067,3,0
19.262714,-3.401616,-8.837263,-2.551281,3,0
19.297717,-3.383969,-8.860037,-2.495144,3,0
19.332721,-3.280002,-8.90722,-2.465821,3,0
19.367725,-3.313295,-8.903776,-2.433537,3,0
19.397754,-3.204246,-8.943018,-2.435672,3,0
19.432758,-3.117102,-8.977313,-2.422555,3,0
19.462756,-3.110692,-8.980855,-2.417661,3,0
19.49776,-3.128465,-8.971476,-2.429521,3,0
19.532764,-3.145985,-8.960046,-2.449001,3,0
19.562793,-3.153172,-8.950284,-2.475313,3,0
19.597797,-3.176063,-8.938192,-2.489696,3,0
19.6328,-3.224306,-8.92174,-2.486695,3,0
19.662799,-3.277824,-8.905158,-2.476142,3,0
19.697803,-3.360736,-8.878138,-2.461984,3,0
19.732837,-3.372973,-8.880555,-2.436401,3,0
19.762836,-3.416907,-8.866783,-2.425316,3,0
19.797839,-3.447485,-8.863035,-2.39556,3,0
19.832843,-3.489115,-8.85547,-2.363045,3,0
19.862842,-3.490526,-8.858741,-2.348655,3,0
19.897876,-3.454031,-8.879956,-2.322347,3,0
19.93288,-3.390679,-8.917018,-2.273178,3,0
19.962879,-3.346278,-8.949248,-2.211477,3,0
19.997882,-3.300843,-8.98244,-2.144167,3,0
20.032886,-3.269105,-9.007146,-2.088427,3,0
20.062915,-3.242898,-9.030094,-2.029354,3,0
20.097919,-3.143758,-9.078309,-1.969351,3,0
20.132922,-3.038675,-9.126074,-1.912713,3,0
20.162921,-2.939324,-9.172083,-1.846761,3,0
20.197925,-2.820974,-9.231464,-1.731883,3,0
20.232929,-2.690657,-9.294243,-1.598328,3,0
20.262958,-2.564819,-9.347084,-1.493642,3,0
20.297962,-2.418505,-9.39817,-1.41509,3,0
20.332965,-2.276877,-9.440416,-1.368077,3,0
20.362964,-2.158731,-9.473762,-1.328517,3,0
20.397968,-2.084776,-9.495009,-1.294513,3,0
20.433002,-2.038808,-9.511736,-1.243937,3,0
20.47301,-2.009427,-9.526723,-1.175163,3,0
20.498004,-1.983939,-9.5382,-1.124268,3,0
20.533008,-1.919936,-9.558274,-1.063246,3,0
20.563007,-1.845754,-9.575507,-1.039279,3,0
20.59801,-1.755499,-9.590664,-1.055759,3,0
20.633045,-1.686288,-9.602212,-1.06358,3,0
20.663043,-1.624917,-9.606886,-1.115628,3,0
20.698041,-1.581858,-9.610883,-1.142762,3,0
20.733045,-1.561551,-9.615391,-1.132724,3,0
20.763043,-1.551724,-9.621304,-1.095403,3,0
20.798078,-1.52538,-9.631942,-1.037379,3,0
20.833081,-1.47835,-9.646095,-0.971901,3,0
20.86308,-1.449138,-9.654673,-0.929798,3,0
20.898084,-1.442058,-9.656327,-0.923615,3,0
20.933087,-1.462384,-9.651566,-0.941251,3,0
20.963117,-1.498319,-9.645747,-0.944376,3,0
20.99812,-1.495515,-9.646035,-0.945879,3,0
21.033124,-1.492729,-9.647714,-0.933076,3,0
21.063123,-1.466939,-9.654559,-0.902672,3,0
21.098126,-1.422782,-9.66152,-0.898869,3,0
21.128156,-1.377637,-9.665999,-0.920774,3,0
21.163159,-1.324068,-9.67069,-0.949653,3,0
21.198163,-1.267872,-9.674799,-0.983883,3,0
21.233167,-1.229426,-9.679026,-0.991065,3,0
21.263166,-1.200072,-9.682397,-0.994121,3,0
21.298169,-1.146678,-9.687842,-1.004046,3,0
21.333203,-1.076743,-9.693862,-1.023185,3,0
21.363202,-1.013844,-9.697105,-1.056183,3,0
21.398206,-0.957204,-9.699083,-1.090318,3,0
21.433209,-0.947046,-9.699925,-1.0917,3,0
21.463208,-0.960397,-9.701993,-1.061234,3,0
21.498242,-1.007461,-9.70303,-1.006713,3,0
21.533246,-1.049217,-9.705394,-0.939002,3,0
21.563245,-1.065947,-9.710095,-0.86894,3,0
21.598249,-1.010858,-9.723451,-0.780964,3,0
21.633252,-0.90077,-9.742131,-0.675829,3,0
21.663281,-0.718906,-9.761714,-0.607757,3,0
21.698246,-0.429816,-9.781559,-0.56001,3,0
21.728245,-0.172483,-9.788918,-0.569715,3,0
21.763249,0.0874,-9.786698,-0.624623,3,0
21.798252,0.284637,-9.778698,-0.687963,3,0
21.833256,0.426148,-9.769704,-0.740633,3,0
21.863285,0.484055,-9.76485,-0.768534,3,0
21.898289,0.47543,-9.76391,-0.785666,3,0
21.933293,0.426083,-9.766445,-0.782464,3,0
21.963291,0.375443,-9.770569,-0.756488,3,0
21.998295,0.324319,-9.774231,-0.732447,3,0
22.033329,0.279782,-9.776275,-0.723472,3,0
22.063328,0.27113,-9.776021,-0.73017,3,0
22.098332,0.245705,-9.775874,-0.741056,3,0
22.12833,0.205566,-9.776426,-0.745976,3,0
22.163334,0.155175,-9.776065,-0.762702,3,0
22.198368,0.0966,-9.773907,-0.799165,3,0
22.233372,0.061696,-9.77137,-0.832932,3,0
22.263371,0.026401,-9.769308,-0.858592,3,0
22.298374,-0.017337,-9.767146,-0.883069,3,0
22.333378,-0.034448,-9.766036,-0.894769,3,0
22.363377,-0.044192,-9.765244,-0.902948,3,0
22.398411,-0.047518,-9.764774,-0.907843,3,0
22.433415,-0.040612,-9.764878,-0.907063,3,0
22.463413,-0.016443,-9.765952,-0.896195,3,0
22.498417,0.019586,-9.767032,-0.884273,3,0
22.533421,0.040177,-9.768015,-0.872652,3,0
22.56345,0.050283,-9.767929,-0.873088,3,0
22.598454,0.056783,-9.766387,-0.889782,3,0
22.633457,0.048634,-9.764157,-0.914393,3,0
22.663456,0.030365,-9.761972,-0.938206,3,0
22.698462,0.009569,-9.75979,-0.961068,3,0
22.733465,0.010333,-9.756988,-0.989099,3,0
22.763495,0.015881,-9.754077,-1.017342,3,0
22.798498,0.009357,-9.748548,-1.069101,3,0
22.833502,0.009167,-9.739764,-1.146371,3,0
22.863501,0.013851,-9.729766,-1.228298,3,0
22.898504,-0.006761,-9.716686,-1.327863,3,0
22.933539,-0.066927,-9.701499,-1.43307,3,0
22.963537,-0.142638,-9.686045,-1.528864,3,0
22.998541,-0.254829,-9.666287,-1.635604,3,0
23.033545,-0.413874,-9.642298,-1.741276,3,0
23.063544,-0.574899,-9.614564,-1.845776,3,0
23.098578,-0.80009,-9.572369,-1.976576,3,0
23.128577,-1.023505,-9.525672,-2.095532,3,0
23.16358,-1.304539,-9.461563,-2.225814,3,0
23.198584,-1.579473,-9.394169,-2.330686,3,0
23.233587,-1.792733,-9.334297,-2.429633,3,0
23.263617,-1.998653,-9.266344,-2.513464,3,0
23.29862,-2.161972,-9.206987,-2.595095,3,0
23.328619,-2.271393,-9.1721,-2.624996,3,0
23.363623,-2.295272,-9.166139,-2.625047,3,0
23.398627,-2.208837,-9.190586,-2.613699,3,0
23.428656,-2.115315,-9.226935,-2.562492,3,0
23.46366,-1.725262,-9.285847,-2.640788,3,0
23.498663,-1.167294,-9.291987,-2.910954,3,0
23.528662,-0.672658,-9.312696,-2.999746,3,0
23.563666,-0.160692,-9.330948,-3.014107,3,0
23.598669,0.311481,-9.344491,-2.959849,3,0
23.633703,0.652866,-9.382287,-2.779156,3,0
23.663702,0.874417,-9.41402,-2.605545,3,0
23.698695,1.003472,-9.443537,-2.44743,3,0
23.733699,1.059702,-9.450258,-2.39727,3,0
23.763697,1.101604,-9.450833,-2.37602,3,0
23.798732,1.154332,-9.460049,-2.313491,3,0
23.82873,1.185228,-9.473221,-2.24289,3,0
23.863734,1.201748,-9.488335,-2.168999,3,0
23.898738,1.251495,-9.500178,-2.087492,3,0
23.928736,1.308721,-9.512352,-1.994905,3,0
23.963771,1.369853,-9.524707,-1.892273,3,0
23.998774,1.421406,-9.531341,-1.819447,3,0
24.028773,1.466098,-9.532589,-1.77695,3,0
24.063777,1.490109,-9.529914,-1.771319,3,0
24.09878,1.445423,-9.526449,-1.826133,3,0
24.128779,1.416709,-9.522988,-1.866251,3,0
24.163813,1.408195,-9.51515,-1.912108,3,0
24.198817,1.406558,-9.502176,-1.976738,3,0
24.228816,1.383205,-9.49127,-2.044453,3,0
24.263819,1.334474,-9.473779,-2.15498,3,0
24.298823,1.255547,-9.449152,-2.305292,3,0
24.328852,1.142225,-9.423534,-2.463654,3,0
24.363856,0.912047,-9.382666,-2.703886,3,0
24.39886,0.569458,-9.319298,-3.00061,3,0
24.428858,0.17615,-9.2432,-3.272534,3,0
24.463862,-0.391428,-9.127861,-3.564574,3,0
24.498866,-1.062364,-8.978987,-3.798213,4,1
24.528895,-1.662431,-8.836974,-3.914263,4,1
24.563899,-2.331305,-8.660829,-3.966398,4,1
24.598902,-2.932698,-8.464819,-3.990409,4,1
24.628901,-3.379449,-8.289544,-4.005001,4,1
24.663905,-3.82537,-8.081206,-4.029628,4,1
24.698921,-4.203382,-7.874683,-4.061797,4,1
24.72892,-4.477518,-7.707939,-4.088614,4,1
24.763923,-4.766123,-7.517482,-4.116889,4,1
24.798927,-5.030132,-7.330602,-4.139722,4,1
24.828926,-5.212686,-7.189271,-4.161675,4,1
24.86396,-5.366175,-7.057811,-4.191505,4,1
24.898964,-5.457883,-6.969641,-4.220529,4,1
24.928963,-5.465502,-6.952654,-4.238648,4,1
24.963966,-5.422355,-6.977355,-4.253449,4,1
24.99897,-5.305349,-7.05548,-4.272087,4,1
25.028999,-5.178841,-7.142883,-4.282064,4,1
25.064003,-5.036126,-7.239808,-4.289507,4,1
25.099006,-4.913841,-7.32737,-4.282648,4,1
25.13401,-4.835192,-7.384477,-4.274068,4,1
25.164009,-4.78577,-7.412316,-4.281499,4,1
25.199013,-4.704663,-7.445106,-4.31437,4,1
25.229042,-4.61397,-7.471999,-4.36552,4,1
25.264046,-4.539181,-7.475369,-4.437561,4,1
25.299049,-4.406807,-7.477992,-4.56475,4,1
25.329048,-4.301364,-7.447565,-4.712673,4,1
25.364052,-4.281514,-7.371863,-4.847836,4,1
25.399086,-4.348046,-7.302877,-4.892824,4,1
25.429085,-4.379665,-7.268722,-4.915431,4,1
25.464088,-4.324563,-7.219635,-5.035105,4,1
25.499092,-4.180103,-7.191493,-5.194845,4,1
25.529091,-4.027691,-7.166216,-5.347924,4,1
25.564125,-3.897071,-7.103,-5.526073,4,1
25.599129,-3.721505,-7.041566,-5.722237,4,1
25.629127,-3.546722,-7.005401,-5.875574,4,1
25.664131,-3.332455,-6.997494,-6.008917,4,1
25.699142,-3.141186,-7.029859,-6.07382,4,1
25.729171,-2.929837,-7.101681,-6.095854,4,1
25.764175,-2.597843,-7.19786,-6.133455,4,1
25.799178,-2.321982,-7.283951,-6.142451,4,1
25.829177,-2.159676,-7.392853,-6.071142,4,1
25.864181,-2.129346,-7.497321,-5.952589,4,1
25.899184,-2.336759,-7.553094,-5.802377,4,1
25.934219,-2.918141,-7.518262,-5.580093,4,1
25.964217,-3.987256,-7.189214,-5.347359,4,1
25.999221,-5.620889,-6.037103,-5.304361,4,1
26.02922,-6.418589,-4.547265,-5.856735,4,1
26.064223,-6.559513,-2.526468,-6.83864,4,1
26.099258,-6.807518,-0.147864,-7.057839,4,1
26.129256,-6.78976,1.560306,-6.902308,4,1
26.16426,-5.861986,2.154833,-7.561155,4,1
26.199264,-4.976142,1.701864,-8.277615,4,1
26.229263,-4.627286,1.37385,-8.536862,4,1
26.264297,-4.461631,1.058071,-8.669002,4,1
26.2993,-4.437965,0.946876,-8.693972,4,1
26.329299,-4.608593,0.870069,-8.612845,4,1
26.364303,-5.141767,0.620826,-8.327908,4,1
26.399306,-6.18909,0.108831,-7.606614,4,1
26.429305,-7.089758,-0.478496,-6.758966,4,1
26.464339,-7.559568,-1.339053,-6.102222,4,1
26.499343,-7.479169,-2.280987,-5.919154,4,1
26.529342,-7.238692,-3.14017,-5.823909,4,1
26.564346,-6.955929,-4.191776,-5.497391,4,1
26.599349,-6.722847,-5.137075,-4.958936,4,1
26.629378,-6.46159,-5.869343,-4.469443,4,1
26.664382,-6.019043,-6.608697,-4.034044,4,1
26.699365,-5.454351,-7.245284,-3.732714,4,1
26.729364,-4.991713,-7.68751,-3.487441,4,1
26.764367,-4.507427,-8.08592,-3.237013,4,1
26.799371,-4.090047,-8.395128,-2.995096,4,1
26.8294,-3.842431,-8.598544,-2.734596,4,1
26.864404,-3.603616,-8.798592,-2.403326,4,1
26.899408,-3.325168,-8.981987,-2.108179,4,1
26.929406,-3.150177,-9.08068,-1.948047,4,1
26.96441,-3.007069,-9.141489,-1.888905,4,1
26.999444,-2.909602,-9.170622,-1.900303,4,1
27.034448,-2.860478,-9.182338,-1.918221,4,1
27.064447,-2.858127,-9.178899,-1.938085,4,1
27.09945,-2.857177,-9.172109,-1.971347,4,1
27.129449,-2.850792,-9.164326,-2.016272,4,1
27.164483,-2.84132,-9.152609,-2.081802,4,1
27.199487,-2.839711,-9.136623,-2.153001,4,1
27.229486,-2.838971,-9.121703,-2.21631,4,1
27.264489,-2.840932,-9.105549,-2.279328,4,1
27.299493,-2.836764,-9.091655,-2.339194,4,1
27.329522,-2.833261,-9.076983,-2.39964,4,1
27.364526,-2.821922,-9.060193,-2.475257,4,1
27.39953,-2.748618,-9.065046,-2.539149,4,1
27.429528,-2.800472,-9.050758,-2.533454,4,1
27.464532,-2.783968,-9.061724,-2.512355,4,1
27.499536,-2.768609,-9.065398,-2.51607,4,1
27.529565,-2.810826,-9.057084,-2.499149,4,1
27.564569,-2.850729,-9.04712,-2.490025,4,1
27.599572,-2.858709,-9.045918,-2.485235,4,1
27.629571,-2.851367,-9.048954,-2.482615,4,1
27.664575,-2.853604,-9.048559,-2.481487,4,1
27.699587,-2.878684,-9.037085,-2.49721,4,1
27.729586,-2.921829,-9.018652,-2.510794,4,1
27.764589,-2.980097,-9.000462,-2.507579,4,1
27.799593,-3.045588,-8.982388,-2.49366,4,1
27.829592,-3.093531,-8.973996,-2.464692,4,1
27.864626,-3.167103,-8.963916,-2.407262,4,1
27.89963,-3.206355,-8.960171,-2.36894,4,1
27.929628,-3.292569,-8.950613,-2.285338,4,1
27.964632,-3.354392,-8.95033,-2.194743,4,1
27.999636,-3.421215,-8.945409,-2.110025,4,1
28.029665,-3.469856,-8.938483,-2.059337,4,1
28.064669,-3.48,-8.943104,-2.021818,4,1
28.099672,-3.473343,-8.952004,-1.993679,4,1
28.134676,-3.483583,-8.954783,-1.9631,4,1
28.164675,-3.491952,-8.955048,-1.946955,4,1
28.199678,-3.485893,-8.958796,-1.94056,4,1
28.229708,-3.452267,-8.966944,-1.962912,4,1
28.264711,-3.351662,-8.995227,-2.007361,4,1
28.299715,-3.241881,-9.028968,-2.035977,4,1
28.329714,-3.145451,-9.061667,-2.041954,4,1
28.364718,-3.022227,-9.106721,-2.027565,4,1
28.394747,-2.913363,-9.147015,-2.005412,4,1
28.429751,-2.744837,-9.207,-1.968319,4,1
28.464754,-2.587144,-9.260213,-1.931941,4,1
28.494753,-2.456903,-9.303381,-1.894197,4,1
28.529757,-2.311373,-9.34918,-1.85139,4,1
28.564791,-2.194564,-9.38314,-1.821487,4,1
28.59479,-2.080881,-9.413706,-1.79703,4,1
28.629793,-1.958539,-9.44307,-1.780395,4,1
28.664797,-1.861023,-9.465538,-1.765624,4,1
28.694796,-1.803846,-9.477182,-1.762499,4,1
28.729816,-1.766086,-9.482463,-1.772309,4,1
28.76482,-1.74703,-9.480874,-1.799491,4,1
28.794818,-1.734035,-9.475298,-1.840953,4,1
28.829822,-1.723914,-9.466428,-1.895286,4,1
28.864826,-1.729526,-9.455512,-1.94404,4,1
28.894855,-1.745561,-9.44446,-1.983037,4,1
28.929859,-1.774583,-9.435228,-2.001144,4,1
28.964862,-1.822428,-9.423937,-2.011321,4,1
28.994861,-1.8826,-9.41333,-2.005562,4,1
29.029865,-1.943279,-9.406532,-1.979413,4,1
29.064868,-2.013052,-9.391735,-1.979945,4,1
29.099903,-2.087742,-9.374817,-1.982773,4,1
29.129901,-2.151408,-9.353352,-2.015814,4,1
29.164905,-2.195198,-9.32273,-2.108331,4,1
29.199909,-2.242975,-9.290987,-2.19633,4,1
29.229907,-2.296049,-9.265779,-2.247386,4,1
29.264942,-2.365374,-9.239409,-2.283763,4,1
29.299945,-2.424584,-9.218381,-2.306534,4,1
29.329944,-2.463606,-9.200474,-2.336487,4,1
29.364948,-2.47798,-9.182783,-2.390264,4,1
29.399951,-2.489597,-9.165954,-2.44222,4,1
29.42995,-2.514018,-9.146917,-2.488147,4,1
29.464984,-2.546048,-9.127778,-2.525581,4,1
29.494983,-2.572827,-9.109691,-2.563461,4,1
29.529987,-2.609445,-9.086652,-2.607835,4,1
29.56499,-2.627498,-9.06949,-2.649123,4,1
29.594989,-2.643785,-9.047115,-2.708754,4,1
29.630023,-2.655221,-9.032801,-2.745099,4,1
29.665027,-2.669666,-9.016796,-2.783437,4,1
29.695026,-2.682017,-9.012115,-2.786719,4,1
29.730014,-2.684267,-9.026149,-2.738723,4,1
29.765018,-2.591299,-9.069673,-2.683924,4,1
29.795047,-2.417265,-9.130531,-2.639598,4,1
29.830051,-2.083136,-9.227936,-2.585148,4,1
29.865055,-1.67123,-9.337356,-2.489584,4,1
29.900058,-1.284693,-9.410177,-2.444458,4,1
29.930057,-0.935149,-9.471346,-2.365659,4,1
29.965061,-0.695334,-9.502865,-2.321488,4,1
29.99509,-0.578,-9.51621,-2.298895,4,1
30.030094,-0.408033,-9.532398,-2.268071,4,1
30.065097,-0.207969,-9.544086,-2.245981,4,1
30.095096,-0.008747,-9.540967,-2.268726,4,1
30.1301,0.273555,-9.524783,-2.319683,4,1
30.165134,0.624698,-9.507602,-2.322178,4,1
30.195133,0.945965,-9.494993,-2.264401,4,1
30.230137,1.296169,-9.486413,-2.122536,4,1
30.26514,1.589413,-9.47285,-1.978922,4,1
30.295139,1.797023,-9.459279,-1.862791,4,1
30.330173,1.982966,-9.450154,-1.71455,5,0
30.365177,2.069437,-9.457552,-1.565051,5,0
30.400181,2.030079,-9.48002,-1.478263,5,0
30.430179,1.906428,-9.506988,-1.469684,5,0
30.465183,1.705813,-9.541513,-1.492306,5,0
30.495212,1.515836,-9.567894,-1.528039,5,0
30.530216,1.289992,-9.592397,-1.580851,5,0
30.56522,1.065025,-9.609006,-1.6462,5,0
30.595218,0.891675,-9.616396,-1.705022,5,0
30.630222,0.708627,-9.617399,-1.783462,5,0
30.665226,0.633955,-9.617844,-1.808983,5,0
30.695255,0.604481,-9.618738,-1.814312,5,0
30.730254,0.534517,-9.618195,-1.838985,5,0
30.765257,0.549011,-9.615503,-1.848768,5,0
30.795256,0.59066,-9.611962,-1.854333,5,0
30.83026,0.666069,-9.607573,-1.851524,5,0
30.865294,0.773297,-9.602785,-1.834609,5,0
30.895293,0.857547,-9.602179,-1.800009,5,0
30.930296,0.969827,-9.596179,-1.774834,5,0
30.9653,1.075198,-9.587824,-1.759214,5,0
30.995299,1.138821,-9.580373,-1.759772,5,0
31.030333,1.2057,-9.570875,-1.76689,5,0
31.065337,1.238518,-9.560173,-1.801783,5,0
31.095335,1.279396,-9.538805,-1.884566,5,0
31.130339,1.270485,-9.513074,-2.016071,5,0
31.165343,1.196044,-9.4778,-2.217665,5,0
31.195372,1.03666,-9.416298,-2.536912,5,0
31.230376,0.742828,-9.318976,-2.963469,5,0
31.265379,0.342503,-9.180304,-3.432487,5,0
31.295378,-0.108019,-9.017526,-3.853545,5,0
31.330382,-0.865685,-8.735374,-4.372766,5,0
31.365385,-1.809182,-8.335572,-4.839664,5,0
31.395415,-2.695545,-7.911843,-5.12972,5,0
31.430418,-3.70348,-7.346194,-5.338063,5,0
31.465422,-4.568726,-6.75317,-5.449649,5,0
31.505431,-5.346291,-6.136473,-5.471574,5,0
31.530425,-5.771414,-5.781266,-5.426324,5,0
31.565459,-6.366573,-5.203923,-5.344454,5,0
31.595457,-6.770645,-4.687302,-5.325864,5,0
31.630461,-6.961468,-4.205672,-5.479739,5,0
31.665465,-6.903752,-3.8845,-5.781533,5,0
31.695464,-6.842631,-3.729655,-5.953598,5,0
31.730481,-6.807832,-3.827422,-5.931401,5,0
31.765484,-6.752742,-4.122567,-5.795012,5,0
31.795483,-6.596656,-4.482235,-5.707096,5,0
31.830487,-6.230449,-4.869032,-5.800972,5,0
31.865491,-5.716586,-5.227396,-6.014335,5,0
31.89552,-5.228484,-5.578557,-6.141653,5,0
31.930523,-4.664782,-5.941343,-6.254398,5,0
31.965527,-3.903955,-6.348635,-6.374262,5,0
31.995526,-3.236479,-6.66014,-6.430007,5,0
32.03053,-2.758316,-6.903408,-6.396242,5,0
32.065533,-2.759499,-7.052807,-6.230596,5,0
32.095563,-3.180517,-7.035094,-6.047233,5,0
32.130566,-4.219907,-6.506876,-6.002517,5,0
32.16557,-5.725047,-5.207036,-6.023941,5,0
32.195569,-6.678019,-3.521391,-6.259483,5,0
32.230572,-7.048722,-1.228907,-6.706903,5,0
32.265606,-6.914701,1.062,-6.872868,5,0
32.295605,-6.292879,2.626539,-7.048278,5,0
32.330609,-5.260092,2.874488,-7.761829,5,0
32.365613,-4.455461,2.438328,-8.389319,5,0
32.395611,-4.210334,2.041523,-8.61873,5,0
32.430646,-4.261656,1.725567,-8.662445,5,0
32.465649,-4.507907,1.592846,-8.562644,5,0
32.495648,-4.878876,1.35147,-8.399247,5,0
32.530652,-5.50322,0.836417,-8.07417,5,0
32.565655,-6.255457,0.155722,-7.551308,5,0
32.605664,-6.769487,-0.749975,-7.05612,5,0
32.630688,-6.71566,-1.342059,-7.01969,5,0
32.665692,-6.488678,-2.211506,-7.013098,5,0
32.695691,-6.374396,-2.910817,-6.860865,5,0
32.730698,-6.371362,-3.630792,-6.511555,5,0
32.765702,-6.383032,-4.337201,-6.051681,5,0
32.795731,-6.306401,-4.880661,-5.708389,5,0
32.830735,-6.166005,-5.454695,-5.329534,5,0
32.865739,-6.013551,-5.97072,-4.936088,5,0
32.895737,-5.871805,-6.331112,-4.64932,5,0
32.930741,-5.665996,-6.693361,-4.390063,5,0
32.965775,-5.35558,-7.038228,-4.23773,5,0
32.995774,-5.073885,-7.268818,-4.194903,5,0
33.030778,-4.766097,-7.435753,-4.262764,5,0
33.065781,-4.548517,-7.510678,-4.367833,5,0
33.09578,-4.470347,-7.534839,-4.40675,5,0
33.130814,-4.497537,-7.562355,-4.331304,5,0
33.165818,-4.573234,-7.61066,-4.164209,5,0
33.195817,-4.618942,-7.651343,-4.037273,5,0
33.23082,-4.60094,-7.710024,-3.94514,5,0
33.265824,-4.531365,-7.796877,-3.85392,5,0
33.295853,-4.461456,-7.872853,-3.780322,5,0
33.330857,-4.383796,-7.938082,-3.734491,5,0
33.365861,-4.407532,-7.9565,-3.666747,5,0
33.39586,-4.434755,-7.935557,-3.679285,5,0
33.430863,-4.482318,-7.859517,-3.783392,5,0
33.465867,-4.544305,-7.761483,-3.909721,5,0
33.495896,-4.57437,-7.70117,-3.99304,5,0
33.5309,-4.567843,-7.666948,-4.065706,5,0
33.565903,-4.589855,-7.666472,-4.041744,5,0
33.595902,-4.635264,-7.71517,-3.894577,5,0
33.630906,-4.641635,-7.833937,-3.64169,5,0
33.66594,-4.609907,-7.993396,-3.321391,5,0
33.70593,-4.624061,-8.19603,-2.760507,5,0
33.730924,-4.578752,-8.37678,-2.245404,5,0
33.765927,-4.368835,-8.637218,-1.577653,5,0
33.795926,-4.142665,-8.779077,-1.39405,5,0
33.83096,-3.900053,-8.8635,-1.550873,5,0
33.865964,-3.649646,-8.905468,-1.884136,5,0
33.895963,-3.469893,-8.928279,-2.103078,5,0
33.930966,-3.380557,-8.95214,-2.146688,5,0
33.96597,-3.42572,-8.969469,-1.997579,5,0
33.995999,-3.532525,-8.962518,-1.836243,5,0
34.031003,-3.607286,-8.949289,-1.753556,5,0
34.066007,-3.585602,-8.951045,-1.788715,5,0
34.096005,-3.553069,-8.954582,-1.835323,5,0
34.131009,-3.572664,-8.946703,-1.835707,5,0
34.166013,-3.609802,-8.941512,-1.787721,5,0
34.196042,-3.653215,-8.90436,-1.882454,5,0
34.231046,-3.624669,-8.913288,-1.895342,5,0
34.266049,-3.569977,-8.918273,-1.97406,5,0
34.296048,-3.530799,-8.921838,-2.027687,5,0
34.331052,-3.551909,-8.918121,-2.007065,5,0
34.366086,-3.605644,-8.899653,-1.993178,5,0
34.396085,-3.66515,-8.873895,-1.999477,5,0
34.431088,-3.702103,-8.853955,-2.019695,5,0
34.466092,-3.798846,-8.811418,-2.026061,5,0
34.496091,-3.88324,-8.777099,-2.014999,5,0
34.531125,-3.964693,-8.754074,-1.955669,5,0
34.566129,-4.019025,-8.743094,-1.892879,5,0
34.596127,-4.056357,-8.733773,-1.855916,5,0
34.631131,-4.077537,-8.726102,-1.845561,5,0
34.666135,-4.064618,-8.730293,-1.854215,5,0
34.696133,-4.051276,-8.737134,-1.851189,5,0
